distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeheel,distance_rightkneeheel,distance_leftheelindex,distance_rightheelindex,distance_hips_anomalien,distance_leftkneehips_anomalien,distance_rightkneehips_anomalien,distance_leftkneeheel_anomalien,distance_rightkneeheel_anomalien,distance_leftheelindex_anomalien,distance_rightheelindex_anomalien
0.128812632989129,0.20024327949969,0.1761892328520768,0.2772574047504888,0.192539086544467,0.0745865233299351,0.1167698352651883,0,0,0,0,0,0,0
0.1305080789945198,0.1992482757236018,0.1736698838609857,0.27717100929074,0.1932830978440318,0.0763367893440954,0.123775730048141,0,0,0,0,0,0,0
0.1302762853357251,0.1924351577585682,0.1729020664354024,0.2884995317673848,0.1951589963970575,0.0639013787878432,0.118740223941584,0,0,0,0,0,0,0
0.1274249017268152,0.1817643047600876,0.1756309222834283,0.3177038108358128,0.1934840300483803,0.0538520947884289,0.0847757975675473,0,0,0,0,0,0,0
0.1288474629524351,0.1733185301352519,0.1675598708087711,0.3321134058612932,0.1899746208377349,0.0441782516298607,0.1291285554809854,0,0,0,0,0,0,0
0.1289072327117908,0.1536689642795265,0.1573666540447351,0.3500687695546751,0.1969469395304386,0.0295512720790242,0.1307888873075418,0,0,0,0,0,0,0
0.1286624303280131,0.1517202967924494,0.1577957337411062,0.3597399056080102,0.2122771333579503,0.0528299042044531,0.1452383385894535,0,0,0,0,0,0,0
0.1280948840077135,0.1557680558178038,0.1604166859721084,0.340053064104633,0.2191602139673767,0.0521201182814149,0.1454599820080501,0,0,0,0,0,0,0
0.1282718662617664,0.1580115868565187,0.1623088745194363,0.3234862311551381,0.2340786088431801,0.0505651699043572,0.1493841657755192,0,0,0,0,0,0,0
0.1279757261273546,0.1664106037043085,0.1727583173302529,0.3144283817632831,0.2387843740754345,0.0474840222756627,0.1101887228476311,0,0,0,0,0,0,0
0.1305576875508646,0.1691212199796663,0.1698522255222389,0.3021917840644428,0.2483390741348224,0.1007376057705441,0.1036037963821014,0,0,0,0,0,0,0
0.1330620334824691,0.1738891219277099,0.1663748188210189,0.2805006539349101,0.2733592779099608,0.1386085238562104,0.0980567864848031,0,0,0,0,0,0,0
