distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeankle,distance_rightkneeankle,distance_leftkneeheel,distance_rightkneeheel,distance_leftankleindex,distance_rightankleindex,distance_leftheelindex,distance_rightheelindex,distance_hips_anomalien,distance_leftkneehips_anomalien,distance_rightkneehips_anomalien,distance_leftkneeankle_anomalien,distance_rightkneeankle_anomalien,distance_leftkneeheel_anomalien,distance_rightkneeheel_anomalien,distance_leftankleindex_anomalien,distance_rightankleindex_anomalien,distance_leftheelindex_anomalien,distance_rightheelindex_anomalien
0.1275229639942204,0.1390976649125042,0.1524343661548858,0.1218514779246786,0.1545546689724298,0.1478743200603728,0.1856049167760668,0.0891108806238186,0.101256268338176,0.1114134421251308,0.1304356139504733,0,0,0,0,0,0,0,0,0,0,0
0.1278328351261881,0.1389797468213298,0.162734582016829,0.1307110076756849,0.1977372453720227,0.1666983583699323,0.2131850666580269,0.0284905029767544,0.0575224905746656,0.0486580358744894,0.0663169381956541,0,0,0,0,0,0,0,0,0,0,0
0.1292561523426353,0.1396861756881708,0.1579524782449204,0.130613812864445,0.1622977276681549,0.1604384534791992,0.2000700048391228,0.1070981994342762,0.1015550272020052,0.1368033226709719,0.1355256750367432,0,0,0,0,0,0,0,0,0,0,0
0.1273209368074319,0.1475478186024925,0.1498449337794725,0.1640814757041153,0.2372840755114958,0.1798300692625553,0.2370002175953353,0.0447939401367022,0.1643523756137452,0.0752621144943398,0.1288015003171795,0,0,0,0,0,0,0,0,1,0,0
0.1282830610120967,0.1387359336792993,0.1630124818004804,0.2254951273316333,0.1549937548926668,0.2797378310895206,0.1817410541934517,0.0483255989238173,0.1300332792723681,0.0888453873583895,0.1517849117921988,0,0,0,0,0,0,0,0,0,0,0
0.128826618430083,0.1399850094592027,0.1590630129478778,0.2330049804609974,0.155536567123936,0.2894880454385276,0.1792527191471809,0.0449785182885809,0.1151809799072745,0.0682634558815314,0.1424892441343604,0,0,0,0,0,0,0,0,0,0,0
0.1296666094642333,0.1588334003041056,0.1517658078626327,0.1376659260021009,0.2482554633182204,0.1707986529371417,0.2868623348606442,0.1108324850674195,0.0584346185754765,0.1406738680105876,0.0438691787339227,0,0,0,0,1,0,0,0,0,0,1
0.1282033509140189,0.1578861829084777,0.1518038490103172,0.1458349650863151,0.238800474579192,0.178031172652282,0.2811534560222652,0.1142002170007982,0.05805300384082,0.1435869084647193,0.0751213859402403,0,0,0,0,0,0,0,0,0,0,0
0.1278657529637812,0.160185609436678,0.1508271363823757,0.1502681959885125,0.2130521276110804,0.1868610123854813,0.255607500537631,0.1160359948225058,0.0670352524795625,0.149359268011987,0.0946567657739566,0,0,0,0,0,0,0,0,0,0,0
0.1280333081694296,0.1570577992919293,0.1479710544245396,0.1535482308748309,0.1887757232519305,0.1876645118305628,0.2262360379948162,0.101876033154618,0.0714509767857861,0.1339738356990212,0.0991504374705275,0,0,0,0,0,0,0,0,0,0,0
