distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeankle,distance_rightkneeankle,distance_leftkneeheel,distance_rightkneeheel,distance_leftankleindex,distance_rightankleindex,distance_leftheelindex,distance_rightheelindex,distance_hips_anomalien,distance_leftkneehips_anomalien,distance_rightkneehips_anomalien,distance_leftkneeankle_anomalien,distance_rightkneeankle_anomalien,distance_leftkneeheel_anomalien,distance_rightkneeheel_anomalien,distance_leftankleindex_anomalien,distance_rightankleindex_anomalien,distance_leftheelindex_anomalien,distance_rightheelindex_anomalien
0.1107361776402666,0.1305087512876902,0.1380612978078511,0.2516149357878551,0.1457608290321291,0.2889456434875999,0.1845702149488261,0.061269495738943,0.0970747109502977,0.0255667934080572,0.1330457480080067,0,0,0,0,0,0,0,0,0,0,0
0.108611596463545,0.1295169879408983,0.1336549418683176,0.2506422425438865,0.1462776840768333,0.2844470869902162,0.186481348612591,0.0631707097220507,0.0937137891648836,0.0299494995421727,0.1313715952641538,0,0,0,0,0,0,0,0,0,0,0
0.1075026144831317,0.1370522846160832,0.133462033305333,0.2293595137832094,0.1713031775146035,0.2700063200015342,0.2144570255714016,0.0419662282135083,0.0927048559697669,0.0183720337748737,0.1301994133537009,0,0,0,0,0,0,0,0,0,0,0
0.1118226214839998,0.1405360601944947,0.1301686565702631,0.2198201827499953,0.1664340638218123,0.2595227879974991,0.2130093280972728,0.0455896720027164,0.0659332570882478,0.0730440437689747,0.1114661977974817,0,0,0,0,0,0,0,0,0,0,0
0.1161278264631799,0.1593902175982446,0.1364855785901755,0.2048015424424211,0.1771659982038448,0.2435075986889816,0.2234389623800172,0.0734570656156896,0.066771587735668,0.0990102565730294,0.110329441235088,0,0,0,0,0,0,0,0,0,0,0
0.1211725748355172,0.1520709696039533,0.1443864033542842,0.1590681973590466,0.191797135993968,0.2034590204356018,0.2247104560063885,0.0900594022945526,0.0504309460123073,0.125237344773066,0.0707275935904393,0,0,0,0,0,0,0,0,0,0,0
0.1261669041046967,0.1455212071623758,0.1462202516338194,0.13451004811351,0.1988033430228048,0.1676421583424314,0.2434675836048709,0.1063395764679925,0.041519259744934,0.1337204052806961,0.0603966725290379,0,0,0,0,0,0,0,0,0,0,0
0.1297446430975078,0.1429750505274893,0.1444685432481199,0.1287234516623817,0.2233890545534129,0.1539027539849938,0.2607085580835114,0.1037640522988786,0.0435443761314756,0.1206664871960309,0.0372567520140812,0,0,0,0,0,0,0,0,0,0,0
0.1297894369577217,0.1393241121555243,0.1440555269075978,0.129684483497004,0.2262592007337156,0.1540790838391351,0.2668398341387796,0.1004008214727328,0.0324063393800899,0.1175964194358392,0.0481515321357618,0,0,0,0,0,0,0,0,0,0,0
0.1306202508135495,0.1349493932448464,0.1391734889368877,0.1364846815910877,0.2057125796087128,0.1662377248458564,0.2377831149767661,0.1000358365576962,0.0541653574502492,0.1294971320375967,0.0289121301110043,0,0,0,0,0,0,0,0,0,0,0
0.1284601418903417,0.1353293080514961,0.1187064249283811,0.1438034398708415,0.2111417223845177,0.1821713051403219,0.2407274692590544,0.0936492284692122,0.0588178958741464,0.1264887395021161,0.0329938569258128,0,0,0,0,0,0,0,0,0,0,0
0.1199133310974991,0.1289710955258564,0.1140297660793923,0.1498258671289908,0.2395350104259515,0.1905951681222177,0.2588420337121555,0.1189721174634052,0.0528889927459811,0.153805135748994,0.0367683129873203,0,0,0,0,0,0,0,0,0,0,0
0.1124772694952614,0.1314594033868477,0.116393047298882,0.189591818203067,0.2138997497546892,0.2322078926089274,0.2471792454400287,0.1090840316163376,0.0470345482124609,0.1453884612235018,0.0337067498100242,0,0,0,0,0,0,0,0,0,0,0
0.109709485485076,0.1252795375271994,0.1271971457020513,0.1989680305216253,0.1857075544704712,0.2454898045082468,0.2328199115906979,0.0923973987720178,0.0384835412334231,0.1325098466462116,0.0358420426906273,0,0,0,0,0,0,0,0,0,0,0
0.1113490518701057,0.1249236650973492,0.1089356250295709,0.1981809511368162,0.1490938888603473,0.2573904782576195,0.2060462441918172,0.0863066025598287,0.0642370380239934,0.1374437326502973,0.1091951913977367,0,0,0,0,0,0,0,0,0,0,0
0.1109569135646277,0.1624106755820859,0.1359710681349255,0.1881197052974453,0.1456305175864548,0.2329133985998089,0.1828541409999774,0.0576091507397097,0.0902637870127247,0.0887913226949338,0.1182508552825142,0,0,0,0,0,0,0,0,0,0,0
0.112995849228738,0.1639083840539694,0.1322299790069516,0.2112254617122367,0.136301494154216,0.2613442529679162,0.1598423932586469,0.0429588723974198,0.1073282429249746,0.0677373110167894,0.1304579035400492,0,0,0,0,0,0,0,0,0,0,0
0.1130283781381915,0.1577155272677443,0.1373773137501595,0.2397651618251907,0.1444692237489318,0.2768141917949141,0.1653421888962443,0.0408224913891368,0.1012884096505156,0.0383389663141653,0.1150249784916944,0,0,0,0,0,0,0,0,0,0,0
0.1145725242491746,0.14895954758024,0.1394285521302374,0.2575278956975124,0.1434777063109076,0.2973961991590294,0.1659270664402469,0.0480659128397336,0.104444672803516,0.0362638750989807,0.117815471990426,0,0,0,0,0,0,0,0,0,0,0
0.1132580431823976,0.1495049692172591,0.1344396061739954,0.2315163875133154,0.1391860999113756,0.2687381714524374,0.1673249763416627,0.0531973959824769,0.1048434993708938,0.0293531573898929,0.1276405271516422,0,0,0,0,0,0,0,0,0,0,0
