,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
248,0.5181781649589539,0.4699652119396,-0.0905593706120271,0.9996678829193115,0.5832547247409821,0.4688101932075656,0.0899867577536497,0.9992731511592865,0.565215528011322,0.611317178120756,-0.05197023600339891,0.9702306389808655,0.5387733280658722,0.6118384941535837,0.18353545852005482,0.8442047238349915,0.6768810153007507,0.7470439624177759,-0.1749952249228954,0.9818393290042876,0.5003266930580139,0.7606385661150585,0.13285866379737854,0.9389922916889191,0.7093854844570159,0.760774037433782,-0.18942986801266665,0.9763295650482178,0.5093756914138794,0.7858182395933472,0.12607745826244354,0.9389391541481018,0.6693412661552429,0.8162287791051823,-0.2816113084554672,0.963861733675003,0.4359067380428314,0.8002651444285876,0.05654467642307279,0.9293926358222961
249,0.5150336176156998,0.471914879870203,-0.0660269800573587,0.99969083070755,0.5837673544883728,0.4710018857982792,0.06543099880218506,0.999332457780838,0.5547268092632294,0.6119784618522166,-0.03827964514493945,0.9690726101398468,0.5407299399375916,0.6128906949478037,0.15948156127706176,0.8490850925445557,0.6659228950738907,0.7223016869413202,-0.23604971170425415,0.9816332757472992,0.4937379062175751,0.7556799663092266,0.002608463168144226,0.943168967962265,0.693157523870468,0.7287005098592428,-0.25910426303744316,0.9760945737361908,0.49793580174446106,0.7790056075094544,-0.01332584023475647,0.9415331184864044,0.6784830838441849,0.786686124352451,-0.33315254002809525,0.9654964208602905,0.4289148300886154,0.7968671730369098,-0.06003011763095856,0.9343657493591309
250,0.5138683915138245,0.4735246076104908,-0.05994622781872751,0.9997124373912811,0.5806764960289001,0.4733139499691166,0.0593623667955399,0.9993882775306702,0.5541564226150513,0.6167423034812449,-0.015387542545795455,0.9658655226230621,0.5403044521808624,0.6172228797393686,0.1891181487590074,0.856542557477951,0.668822780251503,0.705615396438772,-0.2352337166666984,0.9816210269927979,0.49959807097911835,0.7632329476858746,0.044515490531921414,0.9478104412555695,0.6723045855760574,0.7165197344552664,-0.24018411338329315,0.9768074154853822,0.5036141276359558,0.7864705230234467,0.03081895411014557,0.9454525709152222,0.7005719095468521,0.7655307371892888,-0.2873340249061584,0.9669603407382966,0.43930481374263763,0.8004823139518268,-0.01852034032344818,0.9393532872200012
251,0.515635222196579,0.49147234101274306,-0.07394423335790636,0.9997071921825409,0.5798769295215607,0.49174857881337775,0.07356363162398341,0.9994328916072845,0.5387757569551468,0.6236435676719188,0.05794823914766316,0.9585635960102081,0.5420584678649902,0.6333957358318216,0.2523479163646698,0.8611529171466827,0.6573084890842438,0.6941598605501001,0.05151884257793425,0.9793189764022828,0.5180642008781433,0.7791613651301037,0.15121259540319446,0.9513692557811738,0.6660209149122238,0.697651228500524,0.056993823498487445,0.9748164415359497,0.5266191363334656,0.8099901880262695,0.13864596001803875,0.947908878326416,0.6959174573421478,0.730636091975208,0.0709928278811276,0.9655000567436218,0.46399408578872675,0.8066937139838702,0.10670462995767593,0.9424116015434264
252,0.5171636790037155,0.508148692440775,-0.09326929412782195,0.9996786713600159,0.5872089266777039,0.5082413330343403,0.09319612570106985,0.9994627237319946,0.5136871039867401,0.6257253790999888,0.040568694472312955,0.9548892080783844,0.5440324246883392,0.6476420803981668,0.27559456229209894,0.8629178702831268,0.6412896364927292,0.6893308710443323,0.2169430106878281,0.9764629900455475,0.5194680094718933,0.7895208014036785,0.30935614556074137,0.9540037512779236,0.6564474999904633,0.6996963532697348,0.24279998615384105,0.9713898003101349,0.5375682413578033,0.817794343376001,0.309471346437931,0.9489732682704926,0.6699620187282562,0.7208170910158116,0.27040677331388,0.9621595442295074,0.48025812208652496,0.8101615718215472,0.2800593078136444,0.9439421892166138
253,0.5178101807832718,0.5175502820728093,-0.1006578234955669,0.9996359944343566,0.5937951505184174,0.5160604491499103,0.10069630946964024,0.9994677603244781,0.5011949092149734,0.6355453337337016,0.014596611261367798,0.9460527002811432,0.5515992939472198,0.6549965485053904,0.2659346759319305,0.849626362323761,0.6190672069787979,0.7029533635961359,0.1555188670754433,0.9689902663230896,0.5630866289138794,0.7979386759783398,0.29240538179874415,0.9511335492134094,0.6280473619699478,0.7152712555658011,0.1760612241923809,0.9645708501338959,0.5794805586338043,0.8234762455461823,0.2924138456583023,0.9454064071178436,0.6529679447412491,0.7416749317922551,0.2036429699510336,0.9534468650817871,0.5124029666185379,0.8115645459502704,0.2715341821312904,0.9387514889240265
254,0.5219810754060745,0.516165517163065,-0.1039349753409624,0.9996391832828522,0.5950790643692017,0.5150330736902393,0.10383733827620745,0.9994970262050629,0.4848536103963852,0.6348002756740092,-0.02043391764163971,0.944038599729538,0.5652703046798706,0.6619951768833048,0.2247221879661083,0.841017097234726,0.5942206531763077,0.705037559209997,-0.020655449479818344,0.9689868092536926,0.5933186709880829,0.8069405270601879,0.06918501108884814,0.9524976015090942,0.6079095304012299,0.7127226205598501,-0.020483601838350303,0.9650293588638306,0.6083540916442871,0.831666311168512,0.049848362803459154,0.9464035034179688,0.6185259968042374,0.753307046441074,0.005798975005745902,0.9551723897457122,0.5487587749958038,0.8269075265735156,0.011539250612258883,0.9412395358085632
255,0.5266250371932983,0.5112214906928807,-0.1053206464275718,0.9995877146720886,0.5940093696117401,0.5113648250368275,0.10521938279271124,0.9994868636131287,0.47907425463199615,0.6372423971797465,-0.0381226092576981,0.9448091983795166,0.5811738073825836,0.6633342250305063,0.19836477935314176,0.8303004503250122,0.5714424252510071,0.713533128439123,0.04529161751270295,0.967905431985855,0.620233416557312,0.810006589987434,0.16343343816697595,0.9507047533988953,0.5944180488586426,0.7264360399972586,0.05807418003678325,0.9632652103900909,0.6394866406917572,0.8350118304727875,0.156178206205368,0.94334477186203,0.5737870037555695,0.7669495065488774,0.0744304982945323,0.9545581340789795,0.5836880803108215,0.8297239652484424,0.1057016123086214,0.9386700987815856
256,0.5239271521568298,0.5076534672496587,-0.1009763116016984,0.9995368123054504,0.594036191701889,0.5094959512022175,0.10073208250105381,0.9994624853134154,0.46938844025135035,0.6273564005996226,0.034016333520412445,0.9460709691047668,0.5966176986694336,0.6553884788471109,0.19596058502793307,0.8270552456378937,0.5442182719707489,0.7451378654825037,0.14746563509106633,0.9682576954364777,0.6382222473621368,0.798893810608543,0.24650012888014308,0.9509738981723785,0.5540014654397964,0.7669353993665365,0.16064410842955107,0.9631812274456024,0.6553869545459747,0.824235012674173,0.249259028583765,0.9433113932609558,0.5161481648683548,0.7928351183214146,0.1454017031937837,0.9534045159816742,0.6039440631866455,0.8330819121211536,0.1984245805069804,0.9369063377380372
257,0.5185209214687347,0.4938635601518422,-0.10257401037961245,0.9994921684265137,0.5875096917152405,0.4952725246217884,0.1023427117615938,0.999447226524353,0.4681122452020645,0.6212304438258647,0.0349706932902336,0.9467857778072356,0.6119986474514008,0.646010284038151,0.1617947136983275,0.8259495496749878,0.5161229074001312,0.7627682935582941,0.1509423609822988,0.9676592350006104,0.6619534492492676,0.7917747510458599,0.2236454067751765,0.9508941173553467,0.535857692360878,0.7896499844323782,0.16187262162566185,0.9627504646778107,0.6829324066638947,0.813685616397699,0.2206805648747831,0.9434338808059692,0.4741062670946121,0.8031457681932408,0.11053253710269925,0.9493883848190308,0.643733561038971,0.8294422736972339,0.14417441561818123,0.9323681592941284
