,LEFT_HIP_x_back,RIGHT_HIP_x_back,LEFT_KNEE_x_back,RIGHT_KNEE_x_back,LEFT_ANKLE_x_back,RIGHT_ANKLE_x_back,LEFT_HEEL_x_back,RIGHT_HEEL_x_back,LEFT_FOOT_INDEX_x_back,RIGHT_FOOT_INDEX_x_back,LEFT_HIP_x_site,RIGHT_HIP_x_site,LEFT_KNEE_x_site,RIGHT_KNEE_x_site,LEFT_ANKLE_x_site,RIGHT_ANKLE_x_site,LEFT_HEEL_x_site,RIGHT_HEEL_x_site,LEFT_FOOT_INDEX_x_site,RIGHT_FOOT_INDEX_x_site,LEFT_HIP_y_combined,RIGHT_HIP_y_combined,LEFT_KNEE_y_combined,RIGHT_KNEE_y_combined,LEFT_ANKLE_y_combined,RIGHT_ANKLE_y_combined,LEFT_HEEL_y_combined,RIGHT_HEEL_y_combined,LEFT_FOOT_INDEX_y_combined,RIGHT_FOOT_INDEX_y_combined
0,0.4780704081058502,0.6054046154022217,0.4887694120407104,0.5746442079544067,0.5212447047233582,0.5521561503410339,0.537249743938446,0.5588660836219788,0.4956535100936889,0.549156129360199,0.5974553823471069,0.599938154220581,0.5396010875701904,0.5835471749305725,0.7790107131004333,0.6704230308532715,0.8227173089981079,0.7046236991882324,0.8283643126487732,0.5750412344932556,0.47506621842180574,0.4727818026113326,0.6225239231305963,0.6345867092879315,0.7209984714229417,0.7956329840633369,0.7331165479336939,0.8187243253091859,0.7672791524348856,0.8130795263688387
1,0.477868378162384,0.6037436723709106,0.4938213229179382,0.5746215581893921,0.5170746445655823,0.551862895488739,0.5208075642585754,0.5551332831382751,0.4718140065670013,0.5522186756134033,0.5940386056900024,0.6000627875328064,0.5375920534133911,0.5774816870689392,0.7796947956085205,0.6705248355865479,0.8231179118156433,0.7053060531616211,0.83331298828125,0.5751307010650635,0.47567209963594764,0.47316298921583244,0.6229866935926325,0.6357769544394513,0.7183334583480668,0.7951396960231758,0.7293364213620386,0.820259591946988,0.7535980387149455,0.8137259089391055
2,0.4777359068393707,0.6037548780441284,0.4908097982406616,0.5725215077400208,0.4965046048164367,0.5524532198905945,0.5027125477790833,0.5560196042060852,0.4739013314247131,0.5507979393005371,0.5941615104675293,0.6042076945304871,0.4958119690418243,0.6105867624282837,0.7324961423873901,0.7240826487541199,0.7824145555496216,0.76246577501297,0.7646387219429016,0.6335324645042419,0.4739790147999414,0.4735242380666549,0.6166026189046747,0.6363994057448407,0.7094594592292619,0.7992087263080574,0.7174976574097833,0.824817857156186,0.7429246051726939,0.8220120274464907
3,0.4774464964866638,0.6041541695594788,0.4677410125732422,0.5713633894920349,0.4944040477275848,0.5562403798103333,0.5041126608848572,0.5615290999412537,0.4650053977966308,0.5454959869384766,0.5917562246322632,0.613446831703186,0.4674472510814667,0.6451193690299988,0.7068887948989868,0.7698770761489868,0.7593945264816284,0.8149303197860718,0.6944312453269958,0.701115608215332,0.46908407275472963,0.46995654244897905,0.5969640209394342,0.6328713472159405,0.7061731571395707,0.7957600015613533,0.7189347551976404,0.820039740214734,0.7671180708823802,0.8243642651479067
4,0.4733913838863373,0.6041657328605652,0.4702922701835632,0.5781129002571106,0.4907155334949493,0.5643876194953918,0.4983698427677154,0.5677433013916016,0.4667950272560119,0.5508082509040833,0.5919139385223389,0.612548291683197,0.4516695141792297,0.684044361114502,0.6358731389045715,0.8250735998153687,0.7007519006729126,0.8770670294761658,0.593512773513794,0.7810087203979492,0.45907599096094454,0.46232819099901257,0.5788743688779718,0.622629928139021,0.7171098942001176,0.7885241168949104,0.7389952348386011,0.8186184078554201,0.7654637737689616,0.8278682434003176
5,0.4679993987083435,0.6020483374595642,0.4717598259449005,0.5823958516120911,0.4872790277004242,0.5723776817321777,0.476230651140213,0.5688019394874573,0.4741937220096588,0.5707949995994568,0.5888760089874268,0.6120158433914185,0.4388607442378998,0.719428539276123,0.5555750131607056,0.8624201416969299,0.598616898059845,0.9093685150146484,0.4677493274211883,0.8383287191390991,0.4479053801754603,0.44982245107172075,0.5773000910001642,0.6133659954340954,0.7364977652271104,0.78174534024925,0.7642219172631464,0.8092976123193788,0.7783408804355265,0.8291927778165163
6,0.4668012261390686,0.6010690331459045,0.4709314107894897,0.5824512839317322,0.4896702468395233,0.587016224861145,0.4838102459907532,0.5763846635818481,0.4762727618217468,0.5824709534645081,0.5876264572143555,0.6105039119720459,0.4486576318740845,0.7292981743812561,0.4929074347019195,0.9078428149223328,0.5240712761878967,0.949439823627472,0.3800812661647796,0.8942561745643616,0.4315391070107111,0.4348415388631637,0.577018339844311,0.5958841915400525,0.7495274597843004,0.766045774838636,0.7798943327580652,0.7903641671041536,0.7917695088801981,0.8188007974068942
7,0.4642348289489746,0.5997893810272217,0.4718498289585113,0.5829792022705078,0.4886467754840851,0.5973936319351196,0.4884842932224273,0.5846260786056519,0.4767594635486603,0.5848426818847656,0.5819281935691833,0.6101540327072144,0.4614796936511993,0.7253962755203247,0.4270719885826111,0.9290809631347656,0.4369513690471649,0.969438910484314,0.3123223781585693,0.9424498677253724,0.43094218139444673,0.43389953215597216,0.5825574292856104,0.5875695820124646,0.7512541169364763,0.7430389183971382,0.7809397982274255,0.7613874584535646,0.7779710038123728,0.7938007616441073
8,0.4644336700439453,0.6004089713096619,0.4725242853164673,0.5809237957000732,0.4898065030574798,0.6157245635986328,0.491142600774765,0.608444094657898,0.477211058139801,0.5879522562026978,0.5767372250556946,0.6111345291137695,0.4672759473323822,0.709656298160553,0.405921071767807,0.9386383891105652,0.4155886471271515,0.970388889312744,0.2708551287651062,0.9632811546325684,0.43442057435308784,0.4345535888242537,0.5854205681997187,0.5827718849452038,0.7534437829692674,0.7079053479644752,0.7848961757336816,0.7184303909639406,0.7677461548267008,0.7435426616113009
9,0.4627807140350342,0.6002863645553589,0.4714527726173401,0.574863612651825,0.4852128326892853,0.62233567237854,0.4896347522735595,0.6310490965843201,0.4751483500003814,0.5995592474937439,0.57363361120224,0.6076966524124146,0.4704871475696563,0.6964427828788757,0.4236259758472442,0.9247881174087524,0.4402009546756744,0.958210587501526,0.2883715629577636,0.9748082160949708,0.43803549175058687,0.43885248442171154,0.5891837968545801,0.5882729466231366,0.7606759721477342,0.6806603926631904,0.7911483155404291,0.6851897150377321,0.7675509496150614,0.7053765856664004
