distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeankle,distance_rightkneeankle,distance_leftkneeheel,distance_rightkneeheel,distance_leftankleindex,distance_rightankleindex,distance_leftheelindex,distance_rightheelindex
0.1378603579320313,0.15700492461069349,0.14476271402109758,0.1830940305306884,0.22235778146236831,0.2298063736731614,0.275560019382064,0.08583030814791849,0.04456977212756666,0.11955187641500811,0.06206158954230349
0.13720819391188355,0.15597497413841202,0.1439369312731581,0.1852490018823885,0.22187532427394022,0.23117501612918215,0.26963070175925014,0.08606745260646566,0.06093734533636934,0.11979873551209792,0.09629754044130465
0.13988517178580498,0.15217185126655286,0.14288792210875823,0.1829987377458799,0.20000237890879352,0.23360346608935495,0.2434856322393584,0.09404420589844736,0.07267732545519816,0.13383118098876007,0.10255778508786553
0.1424537812608376,0.15913999484470512,0.14902672873303435,0.1936004106182745,0.1714842889482216,0.24363824164725822,0.20504911717751131,0.08303509412232128,0.08394268390145207,0.11969041505667885,0.10333736361549462
0.1395232573379675,0.1704473231529774,0.15692169867769107,0.19895355121513636,0.15256329517892256,0.25670170253763813,0.1846039801767292,0.06431475948059699,0.09734079489275232,0.10448415856273036,0.120534407869673
0.13782886821255713,0.17937836834741028,0.16340036336153554,0.21411832918082674,0.14309961791395417,0.26906666651210936,0.1711547682487533,0.05965074496904389,0.10195439452066433,0.08974198165974624,0.10681311939384185
0.13799936673275986,0.17381254227856352,0.1616918098353745,0.22665479582162434,0.15698253377231108,0.2781639860045491,0.18386955880640726,0.05981343009816004,0.10753952328564766,0.0778968098188097,0.10893475222817513
0.1408848958531391,0.17296937698790663,0.1610755476985203,0.23541046850654893,0.16327592478591973,0.2848208608377939,0.19028027671441916,0.06915901409528052,0.10697887747565595,0.06978482425210811,0.10605279414938298
0.1414637163202791,0.1651090930490401,0.15788525333221737,0.22967763718881093,0.15968101772508012,0.2783994216651808,0.1841231439338588,0.07427663674242006,0.11140581686810244,0.06494195238311871,0.1254440494284904
0.14264768007708362,0.1473528185208255,0.15160702218637187,0.25320748538278226,0.15174661601028006,0.2991020952142454,0.17293738858356705,0.08272177756711986,0.08836152768736055,0.06127014207977817,0.10151447741168386
0.14174147250879215,0.138785959181891,0.14266112336733414,0.2782619218708343,0.15074494067126568,0.3099894293813947,0.18282487484860208,0.051171034965101635,0.11429348918404086,0.02914973848717489,0.13287583144923595
0.14161203439679554,0.1452336594684592,0.14441174884392438,0.24878860936115554,0.16977729647904322,0.29806305511417286,0.21041036063654672,0.05644419287550498,0.10042278180133082,0.028829554445049272,0.12935496575523267
0.1402243232254514,0.15216307582646174,0.15202394307133732,0.2193617029537636,0.16824694687274624,0.27924439731541456,0.21002534551139818,0.03909952566085812,0.09165191132237739,0.06974814360095338,0.11971091614714975
0.13645482819475716,0.1457177223977636,0.15156910446832614,0.19864292168387374,0.18900526755144817,0.2545446271252415,0.24498519487499304,0.06307806074522226,0.07286022128999393,0.10475103987394518,0.115516771074761
0.1431262448166375,0.1361100731724293,0.18222785417114631,0.15146075547309915,0.2291707770021997,0.18633130218429658,0.27724416547663777,0.051548688723231345,0.06148445025410874,0.06576281589602014,0.08865152946536038
0.14004521735796163,0.1854538562613822,0.16607395721152995,0.1663501872843328,0.20340563669500106,0.206397509542689,0.2591056172122189,0.10184066299933318,0.06630681806763133,0.13120506656763625,0.10434597092869706
0.14682283351606856,0.17463713003815662,0.17027203057636445,0.15254268776236005,0.2157266306446043,0.18773348245218802,0.26518447735429623,0.11336411635441906,0.06471260491903184,0.1374023867967729,0.09169366923881755
0.15090813169990264,0.1702416833785653,0.16741365977645506,0.1543851280380379,0.22407613188857525,0.18108651619650115,0.2704922499320162,0.11033395955830766,0.05964319898086637,0.12764628649810078,0.06734740301726616
