distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeankle,distance_rightkneeankle,distance_leftkneeheel,distance_rightkneeheel,distance_leftankleindex,distance_rightankleindex,distance_leftheelindex,distance_rightheelindex
0.1273788956600196,0.1587619689576739,0.16551644840638632,0.26090007683543565,0.18436113933407797,0.3077919200976122,0.22094147543581807,0.07233663294542268,0.09701066457439951,0.05412225851350991,0.13006829791793123
0.1260443417772438,0.15856323439849768,0.166737234348867,0.2612383208784236,0.1859340410443253,0.3058815745262615,0.22528361008560113,0.07853041809375891,0.09718855277838247,0.05561415607555368,0.13037180003411122
0.12641959397027627,0.17373845683337616,0.16596546681160917,0.2543112689781466,0.19947663334924925,0.30407651476968944,0.24257176281709322,0.05161365499088964,0.09339200374940425,0.04233906140634088,0.12906950462245417
0.12855379439752024,0.1786062666060994,0.16917333859212866,0.2645180632375398,0.20573260466411103,0.31848542891311,0.25291199968645395,0.06880227954232238,0.07524483600822629,0.08984006809326717,0.11501978437811529
0.1324321852311128,0.18447155449180697,0.17744600576201755,0.23120801350154452,0.21817083068895513,0.29743751790853246,0.2752757949105475,0.06859073438975191,0.060614133169449996,0.11488160393011468,0.09797731439261144
0.13604501121832424,0.1981456829211297,0.19664739596499414,0.19800748893055173,0.22113020112818974,0.24593044971169498,0.2732236946637047,0.09816018842169164,0.053236837390033126,0.13164275614787818,0.07380001691604311
0.1362429006985509,0.20123021648737072,0.20098117660208664,0.17907703786159176,0.24668601861944284,0.21682193303624325,0.29380539564604147,0.12121727444301361,0.05466579089762961,0.14467534849443794,0.06237723937007027
0.13849361179385458,0.19378599730304785,0.19281556177167194,0.17298728278415076,0.2566436095191915,0.20058391863804748,0.29962004948321413,0.1184169469369098,0.053972388190157844,0.1252144989251139,0.04217911295589966
0.14025859964228782,0.1866767996243525,0.1790387509720784,0.1797078086981369,0.263253252571292,0.20690272273233612,0.29519837600992876,0.1364038563700873,0.05146440589989321,0.14641039046036383,0.03318224634686549
0.14166425864885043,0.18319445323418693,0.17563788461378796,0.17831117422965623,0.25085977844617097,0.20503049693213274,0.28473154398769907,0.13580248647594637,0.060263305582117795,0.1543335858420546,0.040921896540260565
0.1387280165812391,0.18101974903768273,0.1629771234912738,0.17783366257829847,0.24349469209881866,0.2093303240967644,0.27748736173908845,0.11529487847194664,0.03886647536645245,0.14607686110442528,0.02177083932039586
0.13947007261106562,0.1746354573877918,0.15129186679594434,0.1798399706469244,0.25229648247974923,0.21392364642256131,0.3014028188849446,0.07714180138326399,0.08020500102093313,0.09333014916398741,0.051174913423880565
