distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeankle,distance_rightkneeankle,distance_leftkneeheel,distance_rightkneeheel,distance_leftankleindex,distance_rightankleindex,distance_leftheelindex,distance_rightheelindex
0.13401518028780238,0.1582912210953468,0.1703312102035782,0.19341009336760154,0.19652741468633944,0.23737921239755358,0.2419822008596156,0.0913895192889571,0.06775837048943419,0.12539801637362294,0.10462157727383681
0.13546259661905008,0.15715991749733285,0.1691041387210078,0.16937432917940462,0.2030235259180555,0.20729102719220804,0.24896182788287663,0.09430535488691642,0.05283931479836304,0.12234215964704742,0.08892882180554651
0.13586145314976972,0.1590094580921421,0.17576478965407977,0.15955078372985737,0.19731498666742067,0.1903624029007357,0.24265787725664958,0.11192775152820283,0.04152287631493099,0.133344773016207,0.05896362915230491
0.13600218399816497,0.16024305796724955,0.1782886094871268,0.16128644319660612,0.20333401504697474,0.1888426406654562,0.25172174341193115,0.11248377307428466,0.04487626185928675,0.13074008363722298,0.059985657365675044
0.13685817113816368,0.16042749459529926,0.17396669968279155,0.1634188424163473,0.2081528644270911,0.1908991554684468,0.26215835212448274,0.11528077192687528,0.050020191826624136,0.132147967773311,0.06755267705771567
0.13691708443969836,0.16004483274963607,0.16480808595510155,0.16323266199132933,0.2166455789140122,0.19192641901011698,0.2719165471522388,0.11821052869106556,0.05638902915455226,0.1353891764457822,0.06773882402786774
0.1355754749677973,0.15999538225040258,0.15480979992190422,0.15775426428051229,0.22507549346655226,0.1860669269507631,0.27838471486869343,0.12495172836615662,0.053894332978985285,0.132743631741907,0.06521146204810792
0.13166648818264698,0.15678704184806466,0.14802999260766597,0.16672969637020396,0.2258715773308678,0.20818787406939995,0.27592112768975147,0.10274486889033183,0.05423402144608404,0.13100812203334736,0.0562352425692975
0.12982479787753395,0.15505245060633227,0.14184569959257848,0.19011866626142415,0.21952628509512703,0.2342670810368089,0.2673829436954399,0.09676542404632008,0.0510764998659043,0.12887386223031927,0.07139117145061503
0.1298230636856532,0.15896901548545578,0.1482530663620561,0.22428423040282022,0.18739984641998847,0.27393961045271975,0.22641170599960878,0.07071724402136637,0.08664348826954586,0.1136909704570481,0.10646966555520554
0.130325256718354,0.15327071176627177,0.15083344394063009,0.2044219766148869,0.17617216718141007,0.25207043000488344,0.21457868539487215,0.07710219951781883,0.07452049058718285,0.11623088060612574,0.10033108792038095
0.13234623792068592,0.15234859150638455,0.15350923461654212,0.20125840808467532,0.17225676765438316,0.24993275558608,0.20905781193175818,0.07366953197968626,0.08191474435013595,0.11242589218137233,0.1093861095510196
0.12828750966702843,0.17164106096037218,0.15722960936001676,0.1972294020676505,0.15348715250918823,0.24793299159076657,0.18720387327632407,0.08021916802830857,0.0932394969116103,0.12322645668450981,0.11815912776894841
0.12846827826382373,0.17255055742062173,0.15941057965403244,0.2041256696884013,0.15224096748133686,0.2509598966503559,0.1774344853398652,0.04808100651257977,0.0956855768897769,0.08002348492533483,0.10725953933855739
0.13388159432791516,0.17666670368965598,0.16224172944239268,0.20684258078647114,0.15604785047148145,0.2548930205233139,0.17737856385309836,0.044677416517673985,0.10051526036333457,0.06257978293492608,0.11020193814985207
0.13565393339297244,0.1666736707228973,0.16439796872265144,0.22665534311732707,0.16104692554844266,0.2763107551843271,0.1811439794780083,0.0591995350510801,0.10568018423748302,0.06182357146703386,0.11268853529681536
0.1364656213533344,0.16198096592500824,0.16474295230115793,0.24085145631588872,0.1640442077415266,0.29315982831611676,0.18532938317795045,0.06865157488380122,0.11261447616624817,0.06757246168912505,0.12147114752217976
0.1364681220173411,0.1610593472811171,0.1654174722525149,0.259926687331506,0.16026515379635323,0.30459461688094597,0.18474723481527816,0.06620056749448636,0.10844045780786479,0.0581724085144266,0.12048657982271666
0.13431000315191724,0.15330736820493182,0.15922967640183777,0.25291806356925334,0.1578107789283276,0.3038692631005836,0.18639357494028325,0.06885722302378224,0.09860343582682543,0.06280261869158633,0.11382526815766074
0.13278322089882183,0.14734187840903828,0.16035162251321688,0.2636647526951825,0.157327417723695,0.31150153472567105,0.18911680663019442,0.05738663533444441,0.08417803879394373,0.057581680810168685,0.0984659273223671
0.13268258511819936,0.14758125096415795,0.1611523611026453,0.26756491799525306,0.16384716321333032,0.31421185642509536,0.20128490378341882,0.05310471404988742,0.08935024440075898,0.06310616229058078,0.11166005819899026
0.13335217483450126,0.15134683991742218,0.1635614890906661,0.23471322309724021,0.1924733091743323,0.29033598828514506,0.23220370981075705,0.05044160592769534,0.08135894347769904,0.08969174738595118,0.11095267356461679
0.1343131490067553,0.16291395271943743,0.16258537423222455,0.22768962311815785,0.18528790369325845,0.27673042750274784,0.2275893395766852,0.06195642861240158,0.06925768325117941,0.09636727341237547,0.10124276413467886
0.13513770077655235,0.16225536150862402,0.16632067700114858,0.20820359791012363,0.18536478155147454,0.2407454163955536,0.22441109687865604,0.08862601052709938,0.061815614691928505,0.10667804432928493,0.08919013248513628
0.1363236678277967,0.16036786078618412,0.17470412478098357,0.17198102912785224,0.1974468238382641,0.20982960813887044,0.2443783972605041,0.09111436961097118,0.0612420733766918,0.11597639733852347,0.09854142803124803
0.13563711924004687,0.16330128519105294,0.18201242180629454,0.15663666809524676,0.19842978962759347,0.1903954383958189,0.24143339631285698,0.10440202922592631,0.04661985367972282,0.12835259279352676,0.07198529690330743
0.1362566453288929,0.16555444628309723,0.18527283411624434,0.15929658715351566,0.20538718890888985,0.1883533168819162,0.2474200019507334,0.11738543030749561,0.04364452801437827,0.13365258734879007,0.056893858787605806
0.13679326879275175,0.1648069487998956,0.17658019754502188,0.1633865954435461,0.21871608586844205,0.19174495079218037,0.27179904247573766,0.11887792769307282,0.05329099797961054,0.13454798379643254,0.07477946628162228
0.13764138432534914,0.1643907154049643,0.17377185106604948,0.16247261362899904,0.22001147177499908,0.19217177498401863,0.27223228782053593,0.10780471951671836,0.055328509100887054,0.12621020079064915,0.06655756025417627
0.13815137464625304,0.16162514985562157,0.16489210349219796,0.16191826041910323,0.21453576503136282,0.19641273446081553,0.26920084589371435,0.10526798755744318,0.05619852412814351,0.12716157828002356,0.05972045207713543
