distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeankle,distance_rightkneeankle,distance_leftkneeheel,distance_rightkneeheel,distance_leftankleindex,distance_rightankleindex,distance_leftheelindex,distance_rightheelindex
0.12690634354656036,0.13717557119615414,0.13291621488808478,0.13471151421314925,0.19125096137098702,0.16359716860828022,0.23763879645410688,0.11669510279169248,0.04685685191597759,0.14108404156718107,0.08301354731923423
0.12726674725064188,0.13644286871729538,0.13343706573349703,0.13658520079095177,0.19216376009402514,0.1659071812814034,0.23262539954731315,0.11842023238599714,0.04916874828447291,0.14213935614600126,0.0729987843142162
0.12925508399848887,0.1374698113824783,0.13397748232435094,0.13357242843656095,0.19842194471561087,0.15892145303437974,0.23677082083823342,0.10856215232774424,0.04618480291240675,0.13025251931930668,0.05289150724745844
0.12906005705516638,0.13891525242688174,0.13449724678751573,0.13049211628741417,0.20891720706083408,0.15646477109999082,0.24287134941369629,0.10958758796300881,0.04997674549516793,0.1334451641823149,0.04406017880885541
0.1278808095985555,0.13638868507567742,0.13003458787221125,0.12693675792260842,0.22018209625343566,0.1557751897691398,0.2534515403150296,0.10452255116926787,0.04798094209378865,0.13512557345040255,0.02608483722291459
0.12656757140843017,0.1315366760974274,0.12458608945352545,0.13158890621077607,0.24369837837082228,0.17184700835552172,0.2699470950176744,0.10306788169261673,0.04384619909060297,0.14161199800710386,0.02219060600414744
0.12371590764118144,0.1284428678865093,0.12507299424957027,0.15323236591659753,0.2267296533584825,0.19661683861442822,0.2550527100436767,0.09489226434502024,0.05324922611866246,0.13045176391795016,0.024322830552770867
0.11836573885833501,0.12868108680532636,0.12412798745636702,0.17282969217937796,0.20094941364945795,0.2174296934730686,0.2363939091081903,0.09181607700232666,0.03524848247482665,0.1282683167168694,0.0435244568149395
0.11405219389320226,0.1283753929379991,0.13096415221097352,0.1777013147219273,0.18883740032659418,0.22219955648391077,0.2395729028784034,0.08821597029981708,0.037517185933647015,0.12464699944015019,0.04029973313662588
0.11353453079818245,0.12892895683683486,0.12287794694205975,0.176576292152791,0.16601376378859414,0.2272445783760533,0.20264514114076285,0.09265072787234506,0.07452076070663682,0.1381576732875675,0.10157903525258534
0.11179604147626253,0.13681808082142471,0.12584190295902667,0.17769293472507067,0.13783623558534266,0.22223199521910864,0.1667874306483842,0.07856492651986237,0.09766533093792584,0.11657466475019407,0.11451457918180513
0.11011653389337368,0.13794585701071368,0.12913387444874652,0.19327389433738665,0.13585220624212038,0.23064692010124463,0.16148515716642284,0.059538018491494385,0.11396682020064286,0.08808514213266261,0.1322945392460057
0.106962320378375,0.1395343250020438,0.13203262826920045,0.20777075298197234,0.14174749951931148,0.24633540644447463,0.16315187713397378,0.04411326833719133,0.11740173029744749,0.07081049824519332,0.13281903558030347
0.10680396489471683,0.13691539284434107,0.13381502839640844,0.22245766503326805,0.14253797658203332,0.26723468850865245,0.1651251464598285,0.04533673367668972,0.11610499306898599,0.06555288654300427,0.1281295366072414
0.10764003890354615,0.13079860349880942,0.1316957523163911,0.23913269030132653,0.14270103558747804,0.2845298986852966,0.16660731153432712,0.048821044561130636,0.11717248308216294,0.054052008665991,0.13710755985050235
0.10881269723147066,0.1296111450764098,0.1332135518987833,0.2424963613574926,0.13978368225525517,0.27993482408178827,0.16866136799565012,0.05668746776632841,0.0955214612728533,0.04134483393474164,0.12132629588626198
0.11086113244095022,0.12366395938911867,0.12650580119070448,0.24139679023549163,0.13774354099898461,0.2780149711059971,0.1696662886331231,0.049215629368245487,0.08264013014201917,0.04198642525539133,0.11512307460654753
0.10811529225003291,0.1300517057547138,0.12957697562543063,0.24247054294955894,0.15450619463648815,0.2804639787790529,0.19225657536137322,0.03857696445548498,0.10988548636053855,0.049296774010229964,0.1383561779471087
0.10702152768263608,0.13525474990291905,0.13065053010673972,0.21367565718671316,0.16822835482457088,0.26060688130688053,0.2103423529721353,0.06432330789170053,0.09364909164884762,0.10348924159536065,0.1274469856649762
0.11207509033497377,0.1379854420345775,0.12911094567288756,0.21295561969679766,0.15755063466119526,0.2700689118788991,0.2100886946772015,0.06310114892603144,0.06805882786174032,0.10738334957152079,0.11789536720737269
0.11663638960743655,0.13911029012145787,0.1279397057533552,0.17302561013545498,0.18019838485632406,0.2167688014626061,0.2260562334976198,0.07755892035780772,0.07540516425076266,0.11784562072623476,0.11391573712434074
0.12219102574396269,0.13343184344904183,0.13422715237604146,0.14672664068980715,0.19110438716700226,0.18242495925289187,0.2297153608002605,0.10003399175254539,0.06129485754519743,0.1296387944776266,0.08734917016071453
0.12592902948554935,0.13341761164613175,0.14585370387988036,0.13652261197365514,0.19158851047969372,0.16486276381452628,0.23154590977413947,0.11610387795679952,0.04762437874295625,0.13804099306915982,0.06734484593102347
