distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeheel,distance_rightkneeheel,distance_leftheelindex,distance_rightheelindex
0.1458175530768471,0.19577254351601,0.17083355738797648,0.29328759210073185,0.1692005973086967,0.1274486000492919,0.1386682744514137
0.13790911475481224,0.2066633120897856,0.17384709159900413,0.2936562852137625,0.1683420409187515,0.1251486042269117,0.13908497721821755
0.13370856108217433,0.19448488429343802,0.17459043239010047,0.31339119890397815,0.17296283719501898,0.10550875829579769,0.12966825628411657
0.1383342903174731,0.1741649282810958,0.16950710138010483,0.31052231882211623,0.18276985417559208,0.08650235289278682,0.13479150459752304
0.14390170451117906,0.16057284187975582,0.16097239304222136,0.31172134677471147,0.18858567794389886,0.07740829404821804,0.14769213979244714
0.144831169780883,0.15625601999961558,0.15498059003795436,0.3276138155174869,0.1879514136665053,0.09003434818768802,0.14650066921467403
0.1448298449695902,0.16021085491515732,0.15764340772501306,0.30795011034008407,0.18958509009521277,0.10643455755300268,0.14230226229673995
0.146359539049526,0.16735184413346327,0.16046349156608636,0.2914411041549563,0.19583726812425778,0.10942752500073895,0.1402595860792436
0.1495797703382483,0.17536602193029968,0.16409106953898012,0.24553725414628197,0.1964694555143023,0.12352712402083822,0.13150800529006756
0.1500022820130492,0.17765208906010946,0.16907292690307155,0.20829519219687573,0.19058565461854182,0.12890801554308157,0.12569973066007972
0.1583497139808409,0.1840006422467388,0.17191357176075214,0.18335120136249267,0.20653456339552195,0.13716417110368317,0.12321934701086026
0.1541916423635462,0.1916906031549722,0.18182562697827007,0.18308735145775776,0.2209973821060239,0.12632243617674782,0.1221071817064148
0.15365178767442905,0.19343275569072627,0.19770795089832688,0.20181809827656458,0.22349544342691924,0.14515283523112066,0.12333033271142817
0.15614613322996904,0.19306781156639216,0.206186278488844,0.2101460956002184,0.223408188926593,0.13706693351673008,0.1304777534121822
0.1536993217414406,0.1913378055734855,0.20859764488087662,0.2023734099090393,0.2508906199544276,0.1405777186428167,0.13363997736992492
0.15496203845290557,0.1877290962290386,0.199859829565382,0.18048770887031867,0.2662007142452121,0.13964750632194145,0.1206097908848563
0.15071577566148364,0.18670797879185047,0.1923286891437367,0.17052731143095265,0.2810984932966591,0.14770546501090542,0.0947682551699559
0.14327196526290828,0.18708192557762984,0.1967209193100602,0.16957188427538727,0.2776976759082457,0.1387349977808211,0.07317386078086237
0.14052785416801206,0.17825416076509729,0.1774645116720301,0.1715280014311963,0.2817829191743531,0.15274927416225095,0.06452136864113599
0.1394544410680913,0.1626954035832248,0.15657139001561377,0.23407016126997413,0.21028816623014387,0.12403718620762441,0.11205856987069207
0.13916527804150564,0.16338944601323083,0.15953736213694863,0.18856539626209315,0.2339467428358337,0.1314995353141305,0.05764207193169539
0.13986574946244804,0.16842114902593383,0.16240917356596038,0.19274804981546229,0.24764173703628117,0.13589426010947744,0.08516007775350806
0.14034292053795092,0.16761829079880392,0.1600731356370447,0.20406289923727886,0.1925760135651328,0.1325499984837014,0.13140452547741063
0.14043371861182366,0.16824215173606274,0.16344499343038932,0.21000158971753044,0.18007646223925147,0.13495500147153028,0.1144406590696274
0.1384181741403874,0.17623876796014493,0.17038020227723127,0.20152284106249044,0.18254100731522444,0.14149989219795236,0.13753304491388701
0.1380274289356841,0.17056434257580974,0.163367720386857,0.20378534831843761,0.18348787360835878,0.14072580159177892,0.10016203220256441
