distance_hips,distance_leftkneehip,distance_rightkneehip,distance_leftkneeheel,distance_rightkneeheel,distance_leftheelindex,distance_rightheelindex
0.1295982011787032,0.20929198637458454,0.19776336592454122,0.24667875653479476,0.17097505874417454,0.044929184036062886,0.09097068293654924
0.1306092534669644,0.20135312026062882,0.19854741953173924,0.1840337850598484,0.24445664041246323,0.02741373091533629,0.036900003878020726
0.128505666467133,0.19567194527624046,0.19477154740361088,0.1839628909488164,0.21455708691562558,0.027598836542982005,0.039955421844976184
0.11879761942075347,0.1890597558661843,0.18801520783439163,0.16820476346674113,0.21951945028648673,0.09279128053910138,0.04231919385521037
0.11926571284132324,0.18633869505581224,0.184356238786976,0.1722971393856974,0.19676674803351746,0.0785840697456072,0.01866835938929714
0.11906621249403386,0.19276965481101188,0.18347839112836672,0.20824301939621165,0.13910034953712572,0.037399142979831976,0.11688644606850525
0.12000190313906484,0.20028977658343228,0.1807573266230434,0.1788699186639671,0.1880223227763893,0.06886208680204733,0.051286756789151164
0.12000807328634619,0.19947803863094318,0.17542610666440847,0.2254633733434753,0.144370879025149,0.024756547604526707,0.06675462123527073
0.11743764048862111,0.2033685404576712,0.16313053437865732,0.2271843586088412,0.15241050761069314,0.03990136060934086,0.062124562605644515
0.11357022645700281,0.20618657041720082,0.16276843150613388,0.22785887232447477,0.17877147016563538,0.0416441014719202,0.04682834388107388
0.11109345606143277,0.20267237222727263,0.17348122942488614,0.24245112725565737,0.20302237562698205,0.04238423240738824,0.04511891984316906
0.11007825796129095,0.203773951869623,0.17470757017957003,0.22746876254081677,0.22908564054397532,0.06902341747520127,0.03616667874696843
0.10819371121533967,0.20306471384384753,0.17517378661103192,0.20028573725530327,0.24388381399595827,0.0935717122425175,0.048268796327875854
0.11375364188456905,0.20248496768303562,0.1831598825152641,0.18376680143761234,0.2485567816318492,0.10297542531846884,0.044254712183775746
0.1180694168494408,0.20046728315599754,0.18325210524026644,0.16394458570648202,0.23720856511777488,0.09917874741924813,0.033172169561897405
0.11729608676979823,0.19488028195836718,0.17949952571859867,0.15584248348711888,0.23775286616062732,0.09517602204437292,0.012932437655215054
0.11860254959671533,0.1914790523906152,0.18674976525904213,0.16218309494573033,0.2287670835979177,0.08958389278693034,0.02483157634595037
0.12187675111446868,0.19528862907826047,0.19231036387552788,0.15165492293697233,0.22494125510798682,0.08109303208341166,0.026519148226432924
0.12228535564408669,0.1894724982646832,0.1974368503133731,0.12905784477588367,0.226834570555896,0.0817486211343507,0.022492536338443038
0.12884276961965208,0.18562731185409626,0.20393211731246788,0.15883267339094945,0.2166004322631133,0.06682732576871413,0.028239654025550807
0.13289145944737119,0.18662678541941816,0.20120115511547135,0.18970471968171954,0.22514877909675293,0.057427422993084405,0.03339706425308246
0.13641888384093973,0.19326880941959526,0.20484363210002268,0.21179248331625689,0.23159368748523682,0.04215094825621507,0.0466710583294259
0.13980300825123884,0.19945594807454597,0.20135568148264227,0.23960656504323757,0.2319807693743214,0.034687974982578106,0.062492918398819326
0.14148839601826563,0.20197429103983564,0.20065445740655022,0.25274093171978057,0.20767597535814988,0.02994367423692566,0.07798120590827134
0.13830588528722035,0.20457033096761457,0.19972625138403607,0.25308209240179846,0.19562684572351963,0.031288752278349534,0.07954840831172674
0.13938737250921876,0.1928063703177376,0.18512871150960078,0.24301794078961317,0.18062504171135554,0.02757854257271895,0.08420914536941661
0.12441915032219993,0.18413938405616273,0.18002250446895623,0.16552616924504063,0.2113250072558075,0.08216428681786887,0.033449949498494835
0.12214142279668934,0.18646269622312125,0.18233037939631894,0.17324504219463757,0.20368728290383917,0.07848074966180614,0.03573623858210576
0.11798443518655069,0.18551655991415048,0.17848203749268252,0.1773090966581878,0.18688871983031333,0.050860619266761414,0.02894492819618727
0.11846342453607336,0.19479144979147922,0.17744937576718503,0.1925186978479974,0.1547338106679586,0.05842118904099503,0.06432193029512255
0.1169694123129181,0.19498861231277007,0.1789032017513675,0.22803068993097128,0.15963378269470196,0.03050926154072067,0.06893816656215375
0.11630531363116148,0.19886284078886624,0.16315748125902996,0.22588433111476255,0.15317507350834972,0.04433561627460813,0.0727181854294921
0.11507346602198786,0.20800268207877054,0.16825537854857617,0.2266166542627878,0.17244718356125116,0.046600831894040025,0.06509580318782461
0.11185052032668243,0.2096056580146666,0.17317717223217838,0.23729960974026898,0.20013200019216043,0.046371647490555445,0.0473874067489765
0.1131406883343728,0.21100462704987896,0.18292731813740143,0.23689742611240788,0.22328122175310475,0.05485950951745875,0.027313449281729452
0.11363605649900613,0.2104403636991641,0.1878569186881714,0.21060943457416828,0.24341026610652994,0.08832325149962164,0.037674078890658505
0.11304198705242194,0.20698925481066305,0.19240853900924976,0.18564426169441323,0.24744774642397666,0.09851899388915836,0.0448932247994738
0.11714934855316005,0.20496672765498103,0.195606125599693,0.1687905465513786,0.23955320347027678,0.09935735293742477,0.037248689441935934
0.12049959841590913,0.20276166913320004,0.18958818122789983,0.1559280444679442,0.2433391758569591,0.0995601522152197,0.01993036158849754
0.11879726677460607,0.1948668589330865,0.1877516115211343,0.16579478530139666,0.231642010631479,0.09396673532392576,0.037553892228134676
0.12205071533866903,0.19518610085560187,0.19399733544307568,0.16194804446083094,0.2257590634160043,0.09519063683760963,0.03384394455950544
0.1255143894453434,0.19207830108039384,0.19399631301461345,0.15221557968816204,0.22823815080815135,0.08286617690883824,0.03593194600210252
0.13132752999337516,0.18813195631200622,0.2012581680011972,0.15501115907400587,0.23070152980934933,0.08344371610750889,0.02640841340178733
0.134534520961506,0.18613455198348713,0.1991883870683524,0.17713674653561412,0.22868889925696637,0.06749356938469439,0.03412457124464652
0.13677217610337977,0.19185020415326098,0.20352354415393062,0.21140069317734306,0.22410930805767756,0.05299838786525252,0.040484229881414334
0.13899477060340087,0.2012663844559206,0.20466704474074884,0.23436491557051933,0.22761145458863485,0.04285735901007062,0.05725401297167606
0.1411580040428899,0.20419494369536528,0.205030212122514,0.24704360140169201,0.21815414043802064,0.03457726463559016,0.07201966845644706
0.14210334281479872,0.20477621392970044,0.20408632008365213,0.25027748397389327,0.1979971824410373,0.03908140306402161,0.08061331321036935
0.1431948082268378,0.20850521460963597,0.20344511044943692,0.24473482240468133,0.17996733675559315,0.03851804524281118,0.08945983000526485
0.1299643872679516,0.19813053576087536,0.1986307389117886,0.16891409548399983,0.21840504189843807,0.06173784846245594,0.02607972288698842
0.11656810368610697,0.19378618187752525,0.19209438426019054,0.17390569093149677,0.21157995099162638,0.08774611391797027,0.0356507866156599
0.11609057399693767,0.18700272396281503,0.18402171088056182,0.18651498437809202,0.19357691840982064,0.06922275801001615,0.04385725797697362
0.11996140875234909,0.19473004129512098,0.1798299056049096,0.18484195563672587,0.16400153410820437,0.07061840625475702,0.05585288140782174
0.12822468210946178,0.19969818209252907,0.17724982979521947,0.22719802892102955,0.16026834939333687,0.026477639686201402,0.06401690994189654
0.12650178441786786,0.19735670607972244,0.16758342620211433,0.22796792408263925,0.15497700827190627,0.042781802477602736,0.0643358186745488
0.1192791769072352,0.20990121571735473,0.1635969914158492,0.22420135620334566,0.17835676241405252,0.04684080052992163,0.05827098327572859
0.11808406619664055,0.21233252721810933,0.1709155487857719,0.22625994383218173,0.19800744004184398,0.051950736878330954,0.04860135462059405
0.11464087515228566,0.2089957352015839,0.17915694822012157,0.2301057446014646,0.2211765077594922,0.06081213365896409,0.032969194287368705
0.11071707151910094,0.2088241758742574,0.18042265047108955,0.22188310660294658,0.24359231436916917,0.0733383443298615,0.02562879901033336
0.11013228707434847,0.2026170482083479,0.17991846350607574,0.1965510729275435,0.26363133132036853,0.0907408217478579,0.03132780175794282
0.11311649408237863,0.20426073453314686,0.18355922683408998,0.17427762996643212,0.2554272404605823,0.0969183948751323,0.03447482447566247
0.11631695244369872,0.19884326456866733,0.18503393219438513,0.16334944949674818,0.2402483968374776,0.10144907543550527,0.025305012284396043
0.11626331071032499,0.1956648370489708,0.18193368009263333,0.16527215395009737,0.23596253793486774,0.09194352774924965,0.0421942416500946
0.1175186080031494,0.1956515278018474,0.19016360038741176,0.1608383680739126,0.22609396483917324,0.09671348779160216,0.03126016569468793
0.12118004879185039,0.19808832374798718,0.19576145676277387,0.15464841502933882,0.22878710351479778,0.0808078590881229,0.03153512395464641
0.13061266212234904,0.19480097527710344,0.19879138659577164,0.15786530228495416,0.23292947014529078,0.07387928208675375,0.020650047114913785
0.13238789857329195,0.18994926648558602,0.20373260049686062,0.174893830986783,0.2236533548991795,0.06870302023228154,0.03053897437552448
0.13172228227335164,0.19337919908050624,0.20788838503140863,0.20605369570150153,0.2228581779302994,0.0493780497971998,0.040340246441664444
0.13496410574128054,0.19768380250981513,0.20755463952734884,0.23004712770210253,0.22400396999233085,0.043143566595946134,0.05829996948817524
0.13739922345078856,0.20474547606553956,0.206038372083505,0.2465948596006569,0.22308858697986292,0.03114977125781101,0.06477471333433023
0.14268881339873185,0.20577118294263344,0.20808641885900606,0.25443662709307235,0.1896192265501744,0.034097494451877236,0.08628396350801444
0.13547471751994136,0.2021133315926324,0.19948494774359873,0.1896403397007695,0.2159647699293606,0.025375815234867326,0.03669645240121351
0.1260638335263404,0.19712959127052448,0.19184344145451065,0.1640954978502852,0.23165484678003503,0.08574348657070881,0.02417488701128727
0.11408215550572848,0.18709092014496576,0.18210443072403842,0.16519992558786012,0.22060601575185768,0.08667742907202299,0.029647430552570794
0.115846114802988,0.18546129416677914,0.17824509456715568,0.1836496944334698,0.17977508634359407,0.0665599311996851,0.04077233767680744
0.11939868778416138,0.19188574386043813,0.17673084854800314,0.21667093246270944,0.16618864574725695,0.02256440561115117,0.08277452639470194
0.12386599522408599,0.19769099601796605,0.17460548549397095,0.2232072024676113,0.16644371852426382,0.021065921940125975,0.04204157225743264
0.12118016360953741,0.19392396903072118,0.16332758203575787,0.22947387978327352,0.16803633639340246,0.03897994473854234,0.06044496429748046
0.11857452779051328,0.20630420765348845,0.1601886099447731,0.22210092317633356,0.17788556420136836,0.04780067903578902,0.053345994997128734
0.11540452467831284,0.2074917989597542,0.16384884744302064,0.22473081414395937,0.19236322014905818,0.05082599451065473,0.04575023846466637
0.11507800811707651,0.21293762266323332,0.17835229168843433,0.23092188963510565,0.2214163001150595,0.053600739647196485,0.029127060393995933
0.11220902700062768,0.21078043795273183,0.18186417968481378,0.21218036778154126,0.24265191190982652,0.08014315534067051,0.024758309655166826
0.10918116280588158,0.20322871869407214,0.1812714211946261,0.20003273536890065,0.2565927458312957,0.0863740251009985,0.022993624534719537
0.1130839693488876,0.20205334391946075,0.18969263270248812,0.18322516487573895,0.25084234179296877,0.0875139728445068,0.02408979257233386
0.11637035837248329,0.19990792826105877,0.18542070560820567,0.17027266382297232,0.2419494369924804,0.09678343188158896,0.020740044999150935
0.11641992436006793,0.19491805261996392,0.18058865671680613,0.1616657485847777,0.2349003233019522,0.09757901127073156,0.03923022281561922
0.11635515575387115,0.19235107441501118,0.19029129531719916,0.16704721876788386,0.22762893168639836,0.09569054655122249,0.03221991222120752
0.12227609968916278,0.1936966035044472,0.19447632188072667,0.14940462081014685,0.2305325319106166,0.09158261258174974,0.03333632371068866
0.125773240682637,0.1908452670753761,0.19708905139554575,0.15050642892398702,0.23050421147084071,0.06836784539194453,0.02722851103507755
0.13143760611744107,0.18728353580279664,0.20311122130082093,0.17893207774023961,0.21732625730081237,0.062034348494752825,0.045912557549059665
0.13536182704465358,0.19383131251532715,0.20370641429293276,0.1973821626466493,0.22392009298718554,0.050792322078515716,0.037989770794212854
0.14017761490870853,0.19793549066172944,0.2060969277206296,0.22132654493095624,0.22848969349141238,0.04720401095014612,0.04964424629685612
0.14028487154879074,0.20405561760698734,0.20867955697021787,0.24215308348799036,0.21990040195348445,0.03539431208597292,0.06751659416303887
0.14531590277529183,0.20287776807921895,0.2099629252793059,0.2542888660961422,0.18921283612027964,0.03535960371137543,0.07933283340647398
0.14402286155362032,0.2026933308332259,0.20135204092488956,0.2541244923954356,0.18238029292388408,0.039936676070619105,0.0809072236154829
0.1415638366526953,0.1976723745794667,0.193162785625868,0.23707047868908032,0.1749540137063005,0.027784014011354018,0.08548576028110581
0.12732326111404832,0.18622535991277056,0.18595140585340497,0.16356915862412577,0.2172982738503818,0.08572916374657852,0.03465851132833457
