,LEFT_HIP_x_back,RIGHT_HIP_x_back,LEFT_KNEE_x_back,RIGHT_KNEE_x_back,LEFT_ANKLE_x_back,RIGHT_ANKLE_x_back,LEFT_HEEL_x_back,RIGHT_HEEL_x_back,LEFT_FOOT_INDEX_x_back,RIGHT_FOOT_INDEX_x_back,LEFT_HIP_x_site,RIGHT_HIP_x_site,LEFT_KNEE_x_site,RIGHT_KNEE_x_site,LEFT_ANKLE_x_site,RIGHT_ANKLE_x_site,LEFT_HEEL_x_site,RIGHT_HEEL_x_site,LEFT_FOOT_INDEX_x_site,RIGHT_FOOT_INDEX_x_site,LEFT_HIP_y_site,RIGHT_HIP_y_site,LEFT_KNEE_y_site,RIGHT_KNEE_y_site,LEFT_ANKLE_y_site,RIGHT_ANKLE_y_site,LEFT_HEEL_y_site,RIGHT_HEEL_y_site,LEFT_FOOT_INDEX_y_site,RIGHT_FOOT_INDEX_y_site
0,0.4571298956871032,0.5983995795249939,0.4650596380233764,0.5939586162567139,0.4833082854747772,0.5690050721168518,0.477708488702774,0.5592376589775085,0.4801198244094848,0.5665619969367981,0.4573209881782532,0.44981449842453,0.3477407097816467,0.4509283304214477,0.4773562848567962,0.5005757808685303,0.5157605409622192,0.5344841480255127,0.3897989392280578,0.4083316326141357,0.5029836893081665,0.5056744813919067,0.6207101345062256,0.6244903802871704,0.7357965111732483,0.7397777438163757,0.7578537464141846,0.7649770379066467,0.7909343242645264,0.7872956991195679
1,0.4592191874980926,0.5998804569244385,0.4628775715827942,0.5945409536361694,0.4837133288383484,0.5684695839881897,0.479501336812973,0.5586437582969666,0.4764566421508789,0.55870521068573,0.4497067928314209,0.4543813169002533,0.3462500870227813,0.4770706593990326,0.4766481816768646,0.5087966322898865,0.5137248039245605,0.5399308204650879,0.3881163001060486,0.4086461067199707,0.502830982208252,0.5053457021713257,0.6207036375999451,0.62288498878479,0.7355515956878662,0.7412267923355103,0.7558229565620422,0.76701420545578,0.7902542352676392,0.7866944670677185
2,0.4610621929168701,0.6023519039154053,0.4614920616149902,0.5955414175987244,0.4847630858421325,0.568198561668396,0.4822752177715301,0.5587534308433533,0.4752527177333832,0.5581912994384766,0.4432033598423004,0.4572792649269104,0.3426469266414642,0.4961626529693603,0.4185984432697296,0.5304276347160339,0.4553225934505462,0.5444665551185608,0.3196984827518463,0.4267590343952179,0.5025352835655212,0.504633903503418,0.6206871271133423,0.6228046417236328,0.7414828538894653,0.7430814504623413,0.764209508895874,0.7694483995437622,0.7897948622703552,0.7838183045387268
3,0.4618087410926819,0.6046409010887146,0.4614335596561432,0.5955743789672852,0.484596312046051,0.5682419538497925,0.4822233915328979,0.5593838095664978,0.4735830426216125,0.567058265209198,0.4444223642349243,0.4689184129238128,0.3427316844463348,0.5193291306495667,0.3554294109344482,0.5747925639152527,0.3758208155632019,0.5965356826782227,0.2422661334276199,0.4819325804710388,0.4988322854042053,0.5018869042396545,0.6205793023109436,0.6206676363945007,0.7521231770515442,0.744152307510376,0.7774603366851807,0.7719630002975464,0.7869983911514282,0.7775777578353882
4,0.4618992805480957,0.604656994342804,0.4611181616783142,0.5953025221824646,0.4829335510730743,0.5679385662078857,0.4821386933326721,0.559522271156311,0.475382387638092,0.5690097808837891,0.4438583254814148,0.4772026240825653,0.3479476273059845,0.5383021235466003,0.3011446595191955,0.6083407998085022,0.3168660998344421,0.628518283367157,0.1957657486200332,0.5269225835800171,0.500927746295929,0.5046024322509766,0.6233701109886169,0.6212784647941589,0.7530632615089417,0.7452289462089539,0.7827615737915039,0.7742964625358582,0.7744545340538025,0.7757712006568909
5,0.4623673260211944,0.6041005849838257,0.4630707800388336,0.5962322950363159,0.4835116863250732,0.5673467516899109,0.4831583797931671,0.5594782829284668,0.4799031615257263,0.5725834965705872,0.4434628188610077,0.4739238023757934,0.3554717004299164,0.5465773940086365,0.2747800946235657,0.6338431239128113,0.2848850786685943,0.6573259234428406,0.1581493020057678,0.5573152899742126,0.5059801936149597,0.5082880258560181,0.6284859776496887,0.6213322877883911,0.7558273673057556,0.7451066374778748,0.7865022420883179,0.7740431427955627,0.7625606060028076,0.7760417461395264
6,0.4623434543609619,0.6032193899154663,0.4642069935798645,0.5963570475578308,0.4837994575500488,0.5673909187316895,0.4832749664783478,0.5587998628616333,0.4839520454406738,0.5836426019668579,0.4437684714794159,0.4720306992530823,0.3641781210899353,0.5496618151664734,0.2785434126853943,0.6484330892562866,0.2901298999786377,0.6770675182342529,0.1572600901126861,0.5739081501960754,0.5069310069084167,0.5081974864006042,0.6304254531860352,0.6210769414901733,0.7570315599441528,0.7402053475379944,0.7872129678726196,0.7671434283256531,0.761645495891571,0.7755461931228638
7,0.4619253575801849,0.6010039448738098,0.4645323455333709,0.5964276790618896,0.4845091104507446,0.5685665011405945,0.4839072823524475,0.5589216351509094,0.4904373586177826,0.5904625654220581,0.4430176615715027,0.4734668433666229,0.3634450435638428,0.550247311592102,0.2946012914180755,0.6620051264762878,0.3076797723770141,0.702767014503479,0.1811909824609756,0.6029043793678284,0.5069539546966553,0.5081157088279724,0.6330698728561401,0.6217147707939148,0.7610201239585876,0.7302840948104858,0.7919792532920837,0.7542961835861206,0.7654983401298523,0.7759957909584045
8,0.4610370099544525,0.5988327860832214,0.464688241481781,0.597095787525177,0.486536830663681,0.5768749713897705,0.4867522120475769,0.5638704895973206,0.4930616617202759,0.5920032858848572,0.4365607798099518,0.4724473357200622,0.3625191450119018,0.5438969731330872,0.3131638169288635,0.6729735732078552,0.3319353461265564,0.7243508696556091,0.1985159963369369,0.6308750510215759,0.5076435804367065,0.5081071853637695,0.6338800191879272,0.6249758005142212,0.7635472416877747,0.7223802804946899,0.791381299495697,0.7420955300331116,0.775740385055542,0.7761549353599548
9,0.4609428346157074,0.5979107618331909,0.4647501111030578,0.5971626043319702,0.4866167902946472,0.5781116485595703,0.4872523546218872,0.5646660327911377,0.4934456646442413,0.5920925140380859,0.4277793169021606,0.4585613310337066,0.3621684610843658,0.5358238816261292,0.3265933096408844,0.6722646355628967,0.3449424505233764,0.7227683067321777,0.2131932824850082,0.6419432759284973,0.511845588684082,0.5109365582466125,0.635820746421814,0.6285956501960754,0.7669979929924011,0.7132429480552673,0.7934444546699524,0.7220315933227539,0.7872545719146729,0.7752212285995483
