,LEFT_HIP_x_back,RIGHT_HIP_x_back,LEFT_KNEE_x_back,RIGHT_KNEE_x_back,LEFT_ANKLE_x_back,RIGHT_ANKLE_x_back,LEFT_HEEL_x_back,RIGHT_HEEL_x_back,LEFT_FOOT_INDEX_x_back,RIGHT_FOOT_INDEX_x_back,LEFT_HIP_x_site,RIGHT_HIP_x_site,LEFT_KNEE_x_site,RIGHT_KNEE_x_site,LEFT_ANKLE_x_site,RIGHT_ANKLE_x_site,LEFT_HEEL_x_site,RIGHT_HEEL_x_site,LEFT_FOOT_INDEX_x_site,RIGHT_FOOT_INDEX_x_site,LEFT_HIP_y_site,RIGHT_HIP_y_site,LEFT_KNEE_y_site,RIGHT_KNEE_y_site,LEFT_ANKLE_y_site,RIGHT_ANKLE_y_site,LEFT_HEEL_y_site,RIGHT_HEEL_y_site,LEFT_FOOT_INDEX_y_site,RIGHT_FOOT_INDEX_y_site
0,0.4554521739482879,0.5765672922134399,0.4527861475944519,0.545358419418335,0.4475124180316925,0.5362578630447388,0.4376687407493591,0.5379423499107361,0.4269270300865173,0.5125855803489685,0.3510419130325317,0.3762094676494598,0.3199391365051269,0.3240002393722534,0.5432561635971069,0.2872941195964813,0.6034941077232361,0.3131057024002075,0.4998233318328857,0.1853278279304504,0.4732627868652344,0.4748878180980682,0.6197677254676819,0.6066799759864807,0.711080014705658,0.7527189254760742,0.717146098613739,0.7802215814590454,0.7624089121818542,0.7680867314338684
1,0.4555268585681915,0.5768790245056152,0.4513170719146728,0.5481557250022888,0.4382278323173523,0.5306669473648071,0.4336376488208771,0.5307577252388,0.4261708557605743,0.5229396820068359,0.3549500405788421,0.3627134561538696,0.3055151104927063,0.3166214525699615,0.5630963444709778,0.3233960568904876,0.6048110127449036,0.3605565130710602,0.6164643168449402,0.2140092998743057,0.4831857979297638,0.4838985502719879,0.6213489770889282,0.6151821613311768,0.6356750130653381,0.7585003972053528,0.6250560879707336,0.7834746241569519,0.6803308725357056,0.7788602709770203
2,0.4554887413978576,0.5768192410469055,0.4496170878410339,0.556352436542511,0.4354586601257324,0.5288873910903931,0.4266418814659118,0.528590202331543,0.4197936058044433,0.5264133810997009,0.362569510936737,0.3636738955974579,0.2800537943840027,0.3124004006385803,0.5390076041221619,0.3857791721820831,0.5775101780891418,0.4188568592071533,0.5732158422470093,0.280442327260971,0.4841861128807068,0.4889105260372162,0.6148613691329956,0.6144835352897644,0.6271827220916748,0.7582942247390747,0.6189935207366943,0.7832396030426025,0.6815099716186523,0.7863357663154602
3,0.4553029835224151,0.5780676007270813,0.4452694356441498,0.5583181381225586,0.433284193277359,0.5295761227607727,0.4263076484203338,0.5281656384468079,0.4245005548000335,0.5384025573730469,0.3639349639415741,0.3716628551483154,0.2297851741313934,0.340804249048233,0.4670966863632202,0.4404285550117492,0.5255602598190308,0.4799253046512604,0.4958144128322601,0.351656824350357,0.4851564764976501,0.491119384765625,0.5956273674964905,0.6144103407859802,0.6400439739227295,0.7578966617584229,0.6348128914833069,0.7831445932388306,0.6973005533218384,0.7884713411331177
4,0.4520699381828308,0.578107476234436,0.4454606771469116,0.5716321468353271,0.4401182234287262,0.534538984298706,0.4412007331848144,0.5273597240447998,0.442011147737503,0.548028290271759,0.3580217063426971,0.3812664747238159,0.2060814201831817,0.3906903564929962,0.4373071491718292,0.4742218554019928,0.4814468324184418,0.5292421579360962,0.4385158121585846,0.4244425594806671,0.4846483767032623,0.4896715879440307,0.5836339592933655,0.6180950999259949,0.654845654964447,0.7416762709617615,0.6534965634346008,0.7642048597335815,0.7050873637199402,0.7846736907958984
5,0.4507672190666199,0.5782217383384705,0.4475387036800384,0.5712563395500183,0.4558358788490295,0.5381641387939453,0.4634145498275757,0.5279267430305481,0.4506622850894928,0.5464993119239807,0.3543758392333984,0.3862541317939758,0.1935040950775146,0.4319967031478882,0.3819710910320282,0.5350514054298401,0.4234251976013183,0.5853517651557922,0.3124995529651642,0.4528849124908447,0.4774781167507171,0.481087863445282,0.5766735076904297,0.6103116273880005,0.6844363808631897,0.7386235594749451,0.6926607489585876,0.7649533152580261,0.7442363500595093,0.7845489382743835
6,0.4508357346057892,0.5796164274215698,0.459189236164093,0.5695276260375977,0.4642572104930877,0.5470357537269592,0.4674140512943268,0.5324393510818481,0.4562002718448639,0.5633032321929932,0.3569388389587402,0.3865051567554474,0.2018592655658722,0.4695666432380676,0.3091704249382019,0.5974730849266052,0.344933807849884,0.6365000605583191,0.2240623533725738,0.5259358882904053,0.4635278880596161,0.4670901596546173,0.5745028257369995,0.6002324223518372,0.7123124599456787,0.7328250408172607,0.7343976497650146,0.7549794316291809,0.7622548341751099,0.7830681204795837
7,0.450880229473114,0.5802490711212158,0.4623697400093078,0.5692510008811951,0.4796934425830841,0.5522823333740234,0.4838386178016662,0.5368711948394775,0.4846664369106293,0.5686919093132019,0.3571215867996216,0.3878243565559387,0.2148837894201278,0.4799511432647705,0.2439538240432739,0.6230741143226624,0.2761920690536499,0.6752133369445801,0.1248718798160553,0.5925494432449341,0.4550954103469848,0.4573934674263,0.5762131810188293,0.5884609222412109,0.7365615963935852,0.7108885049819946,0.7648525238037109,0.7268630862236023,0.7599239945411682,0.7775757908821106
8,0.4520164430141449,0.5818009376525879,0.4664996564388275,0.5696682333946228,0.4907274544239044,0.5562132000923157,0.4925318956375122,0.5413389801979065,0.4991462528705597,0.5736387968063354,0.3618360161781311,0.3819838762283325,0.2325891405344009,0.4756024479866028,0.2049906551837921,0.6055519580841064,0.2286089360713958,0.6910065412521362,0.0951335281133651,0.5342512130737305,0.4524388909339905,0.455857366323471,0.5812140107154846,0.5872000455856323,0.742872953414917,0.7166057229042053,0.7740046977996826,0.7099835276603699,0.7561893463134766,0.7624095678329468
9,0.4534556269645691,0.583564817905426,0.4762008786201477,0.5698058009147644,0.5025542974472046,0.5586934685707092,0.5035465955734253,0.5470278859138489,0.5051825046539307,0.5680721402168274,0.3618276119232178,0.3820573389530182,0.2624688148498535,0.4687181115150451,0.1979005634784698,0.665675163269043,0.2106340825557708,0.7133291363716125,0.0828198567032814,0.6389370560646057,0.4556945860385895,0.458631157875061,0.590243935585022,0.5894039273262024,0.745883047580719,0.6840716600418091,0.7782883048057556,0.690581202507019,0.75575852394104,0.7545252442359924
