,LEFT_HIP_x_back,RIGHT_HIP_x_back,LEFT_KNEE_x_back,RIGHT_KNEE_x_back,LEFT_ANKLE_x_back,RIGHT_ANKLE_x_back,LEFT_HEEL_x_back,RIGHT_HEEL_x_back,LEFT_FOOT_INDEX_x_back,RIGHT_FOOT_INDEX_x_back,LEFT_HIP_y_back,RIGHT_HIP_y_back,LEFT_KNEE_y_back,RIGHT_KNEE_y_back,LEFT_ANKLE_y_back,RIGHT_ANKLE_y_back,LEFT_HEEL_y_back,RIGHT_HEEL_y_back,LEFT_FOOT_INDEX_y_back,RIGHT_FOOT_INDEX_y_back,LEFT_HIP_x_site,RIGHT_HIP_x_site,LEFT_KNEE_x_site,RIGHT_KNEE_x_site,LEFT_ANKLE_x_site,RIGHT_ANKLE_x_site,LEFT_HEEL_x_site,RIGHT_HEEL_x_site,LEFT_FOOT_INDEX_x_site,RIGHT_FOOT_INDEX_x_site,LEFT_HIP_y_site,RIGHT_HIP_y_site,LEFT_KNEE_y_site,RIGHT_KNEE_y_site,LEFT_ANKLE_y_site,RIGHT_ANKLE_y_site,LEFT_HEEL_y_site,RIGHT_HEEL_y_site,LEFT_FOOT_INDEX_y_site,RIGHT_FOOT_INDEX_y_site
0,0.4616940021514892,0.5889489650726318,0.4521735906600952,0.5883376598358154,0.4562296867370605,0.5631400942802429,0.4651556313037872,0.5537312030792236,0.4586638510227203,0.5508497953414917,0.4680489897727966,0.4671975076198578,0.604481041431427,0.6197773218154907,0.7165677547454834,0.7751802802085876,0.7427290678024292,0.7999370098114014,0.7275819778442383,0.7874035239219666,0.4066922664642334,0.398465633392334,0.3822765350341797,0.3966787457466125,0.3746034502983093,0.4115476906299591,0.3977716863155365,0.4424970149993896,0.2869285345077514,0.3123677670955658,0.503024697303772,0.5064070820808411,0.6180437803268433,0.6301903128623962,0.7267996668815613,0.752250611782074,0.7442358732223511,0.7762075066566467,0.762941300868988,0.7826182246208191
1,0.460406631231308,0.5874700546264648,0.4539043009281158,0.5883706212043762,0.4559215605258941,0.5629990696907043,0.4650709927082062,0.5537388920783997,0.4600981473922729,0.5524216294288635,0.4680441617965698,0.4671531319618225,0.6050925850868225,0.6204482316970825,0.7178877592086792,0.776310920715332,0.7439593076705933,0.7999349236488342,0.7275363802909851,0.7882227301597595,0.4027499258518219,0.3887687921524048,0.4254264831542969,0.3406120836734772,0.4688641428947449,0.2159770727157592,0.5007373094558716,0.2280234843492508,0.4523827135562897,0.1622775942087173,0.5031104683876038,0.5064757466316223,0.6182257533073425,0.6355852484703064,0.7297208905220032,0.7564685344696045,0.7474204301834106,0.7846474051475525,0.7814584374427795,0.7899841070175171
2,0.458826869726181,0.5870532989501953,0.456030935049057,0.5879149436950684,0.4567340016365051,0.5629686117172241,0.4659748673439026,0.5541343688964844,0.4590470790863037,0.5527088046073914,0.4713028371334076,0.4705601632595062,0.6066398024559021,0.6210547089576721,0.7238296866416931,0.7782673239707947,0.7493427991867065,0.800956666469574,0.7317882180213928,0.7912015318870544,0.4003472924232483,0.3840953707695007,0.3796314895153045,0.3480748832225799,0.3791209459304809,0.397988349199295,0.4093894064426422,0.4338120520114898,0.2732066512107849,0.2985040247440338,0.50396329164505,0.5067794919013977,0.6230905055999756,0.6353787779808044,0.7448810935020447,0.7569164633750916,0.7665367126464844,0.7838212847709656,0.7840086817741394,0.7892799377441406
3,0.4586523473262787,0.5855030417442322,0.4559793472290039,0.587799072265625,0.4626608192920685,0.5637916922569275,0.4760575890541076,0.5573528409004211,0.4550933837890625,0.5544309020042419,0.4727215766906738,0.4720787107944488,0.6081147789955139,0.6219539046287537,0.7245075702667236,0.7790271043777466,0.7504629492759705,0.8012533187866211,0.7332630753517151,0.7944307327270508,0.3935187458992004,0.3827032446861267,0.3452683091163635,0.3786166906356811,0.2523659467697143,0.5660970211029053,0.2788980901241302,0.5336223840713501,0.2095069587230682,0.4048817157745361,0.5069836974143982,0.5085188746452332,0.6286479234695435,0.6297045946121216,0.7601784467697144,0.7334785461425781,0.789615273475647,0.7769393920898438,0.788284957408905,0.7892137169837952
4,0.4580254852771759,0.584534227848053,0.4559378325939178,0.5877780318260193,0.4641333818435669,0.5660151243209839,0.4776802957057953,0.5573524236679077,0.4552572667598724,0.5556442737579346,0.4726941287517547,0.4719254672527313,0.6072492003440857,0.6185332536697388,0.7241433262825012,0.7665203213691711,0.7499018311500549,0.7889525890350342,0.7425208687782288,0.7944583892822266,0.3937237560749054,0.3725236356258392,0.385406881570816,0.3002590835094452,0.5767954587936401,0.2710148394107818,0.6265494227409363,0.2959904968738556,0.5412002205848694,0.144223153591156,0.506879985332489,0.5084853768348694,0.6275039911270142,0.6255622506141663,0.7262869477272034,0.7528101205825806,0.7365391254425049,0.7865703105926514,0.7864879369735718,0.7887481451034546
5,0.4564551711082458,0.5834941267967224,0.4553571939468384,0.5877494812011719,0.4640712440013885,0.5638211965560913,0.4770443439483642,0.5555041432380676,0.4686695039272308,0.5559253692626953,0.4725720584392547,0.4712890386581421,0.6072303652763367,0.6150475740432739,0.7239795327186584,0.752241849899292,0.7493730187416077,0.7738257050514221,0.7545825839042664,0.7944338917732239,0.3917281031608581,0.3704079389572143,0.3778351247310638,0.302960455417633,0.5821899175643921,0.2737561166286468,0.6360960602760315,0.3054131865501404,0.573776125907898,0.1630220413208007,0.5047063231468201,0.5066961050033569,0.6268648505210876,0.6224398016929626,0.7110738158226013,0.7609577178955078,0.7141380310058594,0.7894615530967712,0.7840241193771362,0.7901844382286072
6,0.4538987874984741,0.5821200609207153,0.4525772631168365,0.5925302505493164,0.4650071859359741,0.5592667460441589,0.4765867590904236,0.5484570860862732,0.4860704839229584,0.5560187697410583,0.4722610712051391,0.4699395000934601,0.607333242893219,0.6089279651641846,0.7284145951271057,0.7353513836860657,0.750050961971283,0.7498452067375183,0.769251823425293,0.7912042140960693,0.390284389257431,0.3710760176181793,0.3183930516242981,0.3233432173728943,0.3239732384681701,0.5391123294830322,0.3601725399494171,0.5701056718826294,0.2199045717716217,0.5469925403594971,0.5000817775726318,0.502602756023407,0.6264994144439697,0.6225067973136902,0.7571567296981812,0.7063989639282227,0.7829701900482178,0.7337347865104675,0.7955411076545715,0.7761911153793335
7,0.452134370803833,0.5801854729652405,0.4504824876785278,0.5925848484039307,0.4649088978767395,0.5537130236625671,0.473862886428833,0.5430561304092407,0.4842838943004608,0.5545760989189148,0.4708206355571747,0.4667782187461853,0.6073281168937683,0.6060068607330322,0.7323942184448242,0.7302383780479431,0.7518278956413269,0.7440242767333984,0.7663503289222717,0.7798746824264526,0.381628006696701,0.3758557438850403,0.3169745206832886,0.3286751210689544,0.3300337195396423,0.5349076390266418,0.3635115325450897,0.5757404565811157,0.2203049659729004,0.5160477161407471,0.4964302182197571,0.4997839331626892,0.6262246370315552,0.6195771098136902,0.7679789066314697,0.6971727013587952,0.7936792373657227,0.7041589617729187,0.7997228503227234,0.7673565745353699
8,0.4509643614292145,0.5787113308906555,0.4434332251548767,0.5863365530967712,0.4648160338401794,0.5487523078918457,0.4737368524074554,0.5397363901138306,0.4867756068706512,0.5543020367622375,0.4680890738964081,0.4628157913684845,0.6073086261749268,0.5978177189826965,0.7353324890136719,0.7243953347206116,0.7540832757949829,0.7392133474349976,0.7672404050827026,0.7696081399917603,0.3822967112064361,0.3868352472782135,0.3216482996940613,0.3296429812908172,0.3520905673503876,0.5013781785964966,0.3899216055870056,0.5429048538208008,0.2411326915025711,0.4572299122810364,0.4889523386955261,0.4920603632926941,0.6241088509559631,0.6072854995727539,0.7650244832038879,0.6953635811805725,0.7913658618927002,0.7050215005874634,0.8005678653717041,0.7604531645774841
9,0.4492870271205902,0.577175498008728,0.4419617056846618,0.5817538499832153,0.4640398621559143,0.5478320121765137,0.4733239114284515,0.5393657088279724,0.4842164814472198,0.5512076616287231,0.4662502110004425,0.4616284072399139,0.6076451539993286,0.5960794687271118,0.7416728138923645,0.7264137864112854,0.760003387928009,0.7434245944023132,0.7666283249855042,0.7599073052406311,0.3821980059146881,0.3874261379241943,0.3312574625015259,0.3371212482452392,0.3592469096183777,0.4733630120754242,0.395108550786972,0.5091405510902405,0.2616194784641266,0.4139297902584076,0.4903790056705475,0.492845356464386,0.623994767665863,0.6080766320228577,0.7664309740066528,0.7040640711784363,0.790422260761261,0.7153002023696899,0.7991164326667786,0.7596288323402405
