LEFT_HIP_x_back,RIGHT_HIP_x_back,LEFT_KNEE_x_back,RIGHT_KNEE_x_back,LEFT_ANKLE_x_back,RIGHT_ANKLE_x_back,LEFT_HEEL_x_back,RIGHT_HEEL_x_back,LEFT_FOOT_INDEX_x_back,RIGHT_FOOT_INDEX_x_back,LEFT_HIP_x_site,RIGHT_HIP_x_site,LEFT_KNEE_x_site,RIGHT_KNEE_x_site,LEFT_ANKLE_x_site,RIGHT_ANKLE_x_site,LEFT_HEEL_x_site,RIGHT_HEEL_x_site,LEFT_FOOT_INDEX_x_site,RIGHT_FOOT_INDEX_x_site,LEFT_HIP_y_combined,RIGHT_HIP_y_combined,LEFT_KNEE_y_combined,RIGHT_KNEE_y_combined,LEFT_ANKLE_y_combined,RIGHT_ANKLE_y_combined,LEFT_HEEL_y_combined,RIGHT_HEEL_y_combined,LEFT_FOOT_INDEX_y_combined,RIGHT_FOOT_INDEX_y_combined,a_lefthipx,a_lefthipy,a_lefthipz,a_righthipx,a_righthipy,a_righthipz,a_leftkneex,a_leftkneey,a_leftkneez,a_rightkneex,a_rightkneey,a_rightkneez,a_leftanklex,a_leftankley,a_leftanklez,a_rightanklex,a_rightankley,a_rightanklez,a_leftheelx,a_leftheely,a_leftheelz,a_rightheelx,a_rightheely,a_rightheelz,a_leftfootindexx,a_leftfootindexy,a_leftfootindexz,a_rightfootindexx,a_rightfootindexy,a_rightfootindexz
0.4571298956871032,0.5983995795249939,0.4650596380233764,0.5939586162567139,0.4833082854747772,0.5690050721168518,0.477708488702774,0.5592376589775085,0.4801198244094848,0.5665619969367981,0.4573209881782532,0.44981449842453,0.3477407097816467,0.4509283304214477,0.4773562848567962,0.5005757808685303,0.5157605409622192,0.5344841480255127,0.3897989392280578,0.4083316326141357,0.474480294915005,0.4744822983273391,0.6093723193456013,0.6222022011396491,0.7425400176303633,0.7610625225748788,0.7684500090587681,0.7871228814885831,0.7713974862463864,0.7887477558374935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4592191874980926,0.5998804569244385,0.4628775715827942,0.5945409536361694,0.4837133288383484,0.5684695839881897,0.479501336812973,0.5586437582969666,0.4764566421508789,0.55870521068573,0.4497067928314209,0.4543813169002533,0.3462500870227813,0.4770706593990326,0.4766481816768646,0.5087966322898865,0.5137248039245605,0.5399308204650879,0.3881163001060486,0.4086461067199707,0.474394583435818,0.4743496034869079,0.6085479573060353,0.6213436856386267,0.7423232057349928,0.7617045838083993,0.7672854535091466,0.7880712509916044,0.7712628989584835,0.78841894681459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4610621929168701,0.6023519039154053,0.4614920616149902,0.5955414175987244,0.4847630858421325,0.568198561668396,0.4822752177715301,0.5587534308433533,0.4752527177333832,0.5581912994384766,0.4432033598423004,0.4572792649269104,0.3426469266414642,0.4961626529693603,0.4185984432697296,0.5304276347160339,0.4553225934505462,0.5444665551185608,0.3196984827518463,0.4267590343952179,0.4745008287151301,0.4747893516548995,0.6072990313817341,0.6213252678033911,0.7443898775832899,0.7626572746481668,0.7700627319324559,0.7897381842897153,0.768176123417178,0.7868363242865138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4618087410926819,0.6046409010887146,0.4614335596561432,0.5955743789672852,0.484596312046051,0.5682419538497925,0.4822233915328979,0.5593838095664978,0.4735830426216125,0.567058265209198,0.4444223642349243,0.4689184129238128,0.3427316844463348,0.5193291306495667,0.3554294109344482,0.5747925639152527,0.3758208155632019,0.5965356826782227,0.2422661334276199,0.4819325804710388,0.4727992651184047,0.4740229849346999,0.6073037699509938,0.6203411951181494,0.748861060406471,0.7653680938925516,0.7753029040802067,0.7937676668927884,0.7621896415121945,0.7833604794264369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4618992805480957,0.604656994342804,0.4611181616783142,0.5953025221824646,0.4829335510730743,0.5679385662078857,0.4821386933326721,0.559522271156311,0.475382387638092,0.5690097808837891,0.4438583254814148,0.4772026240825653,0.3479476273059845,0.5383021235466003,0.3011446595191955,0.6083407998085022,0.3168660998344421,0.628518283367157,0.1957657486200332,0.5269225835800171,0.4742336508949245,0.4759607617386703,0.6087171152879078,0.622431649219712,0.7457795598762281,0.7707403499331247,0.7723281554687565,0.7989255250261045,0.7501419334776791,0.7849305551767879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4623673260211944,0.6041005849838257,0.4630707800388336,0.5962322950363159,0.4835116863250732,0.5673467516899109,0.4831583797931671,0.5594782829284668,0.4799031615257263,0.5725834965705872,0.4434628188610077,0.4739238023757934,0.3554717004299164,0.5465773940086365,0.2747800946235657,0.6338431239128113,0.2848850786685943,0.6573259234428406,0.1581493020057678,0.5573152899742126,0.4784631368835413,0.4787912075051193,0.6149811760236104,0.6255741253015601,0.7475783088462599,0.7727771300520669,0.7742118112552708,0.800489878730557,0.7416613250143917,0.792621074271255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4623434543609619,0.6032193899154663,0.4642069935798645,0.5963570475578308,0.4837994575500488,0.5673909187316895,0.4832749664783478,0.5587998628616333,0.4839520454406738,0.5836426019668579,0.4437684714794159,0.4720306992530823,0.3641781210899353,0.5496618151664734,0.2785434126853943,0.6484330892562866,0.2901298999786377,0.6770675182342529,0.1572600901126861,0.5739081501960754,0.4804059949834788,0.4798914794453506,0.6189338878442128,0.6271630361196601,0.7484446027534254,0.7729689676012765,0.7742702536094731,0.79885507233598,0.7431756406195553,0.7973382752657466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4619253575801849,0.6010039448738098,0.4645323455333709,0.5964276790618896,0.4845091104507446,0.5685665011405945,0.4839072823524475,0.5589216351509094,0.4904373586177826,0.5904625654220581,0.4430176615715027,0.4734668433666229,0.3634450435638428,0.550247311592102,0.2946012914180755,0.6620051264762878,0.3076797723770141,0.702767014503479,0.1811909824609756,0.6029043793678284,0.481313460799023,0.4807726149090652,0.6206941322137196,0.6286724641439521,0.7505076387183912,0.7699032623018991,0.7759043745506352,0.7934180558488584,0.7463995366461667,0.8012478333235317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4610370099544525,0.5988327860832214,0.464688241481781,0.597095787525177,0.486536830663681,0.5768749713897705,0.4867522120475769,0.5638704895973206,0.4930616617202759,0.5920032858848572,0.4365607798099518,0.4724473357200622,0.3625191450119018,0.5438969731330872,0.3131638169288635,0.6729735732078552,0.3319353461265564,0.7243508696556091,0.1985159963369369,0.6308750510215759,0.4816507634838069,0.4806550000437621,0.6221534327317555,0.6300186648485266,0.751703725125099,0.7661017078604471,0.7757457367885655,0.7868208349511838,0.7521085887320431,0.8023409825087123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4609428346157074,0.5979107618331909,0.4647501111030578,0.5971626043319702,0.4866167902946472,0.5781116485595703,0.4872523546218872,0.5646660327911377,0.4934456646442413,0.5920925140380859,0.4277793169021606,0.4585613310337066,0.3621684610843658,0.5358238816261292,0.3265933096408844,0.6722646355628967,0.3449424505233764,0.7227683067321777,0.2131932824850082,0.6419432759284973,0.4837077793796503,0.4819460068472747,0.6229644135285695,0.6312421991941535,0.7538677611606367,0.7599103647913705,0.7773348264205998,0.7717151404187894,0.7670886664755734,0.8011232000113063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
