LEFT_HIP_x_back,RIGHT_HIP_x_back,LEFT_KNEE_x_back,RIGHT_KNEE_x_back,LEFT_ANKLE_x_back,RIGHT_ANKLE_x_back,LEFT_HEEL_x_back,RIGHT_HEEL_x_back,LEFT_FOOT_INDEX_x_back,RIGHT_FOOT_INDEX_x_back,LEFT_HIP_x_site,RIGHT_HIP_x_site,LEFT_KNEE_x_site,RIGHT_KNEE_x_site,LEFT_ANKLE_x_site,RIGHT_ANKLE_x_site,LEFT_HEEL_x_site,RIGHT_HEEL_x_site,LEFT_FOOT_INDEX_x_site,RIGHT_FOOT_INDEX_x_site,LEFT_HIP_y_combined,RIGHT_HIP_y_combined,LEFT_KNEE_y_combined,RIGHT_KNEE_y_combined,LEFT_ANKLE_y_combined,RIGHT_ANKLE_y_combined,LEFT_HEEL_y_combined,RIGHT_HEEL_y_combined,LEFT_FOOT_INDEX_y_combined,RIGHT_FOOT_INDEX_y_combined,a_lefthipx,a_lefthipy,a_lefthipz,a_righthipx,a_righthipy,a_righthipz,a_leftkneex,a_leftkneey,a_leftkneez,a_rightkneex,a_rightkneey,a_rightkneez,a_leftanklex,a_leftankley,a_leftanklez,a_rightanklex,a_rightankley,a_rightanklez,a_leftheelx,a_leftheely,a_leftheelz,a_rightheelx,a_rightheely,a_rightheelz,a_leftfootindexx,a_leftfootindexy,a_leftfootindexz,a_rightfootindexx,a_rightfootindexy,a_rightfootindexz
0.4720717072486877,0.5757611989974976,0.4824672043323517,0.5446770191192627,0.4658167958259582,0.5390792489051819,0.4709510803222656,0.5344336628913879,0.4804530441761017,0.5321016311645508,0.2947247326374054,0.3188051581382751,0.3455220460891723,0.2533308863639831,0.5044618844985962,0.2010876238346099,0.5553876757621765,0.2136057317256927,0.4700080752372741,0.0846859216690063,0.4631901211069109,0.4624958751386198,0.6006041125505004,0.5971450863217937,0.7215814966042751,0.7248416715006982,0.7347222365662207,0.7582809443975262,0.7424526383126615,0.7194037684358318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4720605015754699,0.5757907629013062,0.4816873669624328,0.54470294713974,0.4646041095256805,0.5408280491828918,0.4689371287822723,0.5387879610061646,0.4707254469394684,0.5339827537536621,0.2950264811515808,0.3065788745880127,0.3439338505268097,0.2400346249341964,0.5027787089347839,0.1999565511941909,0.5583167672157288,0.2130543738603592,0.4690582454204559,0.0843369215726852,0.4632325596139909,0.4613915798848662,0.6008254842011962,0.595191365275346,0.7223968285401576,0.7239450686316644,0.7368043460175147,0.7534619386697583,0.7607241441453336,0.7205336042798717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4719889461994171,0.5759668350219727,0.4794348180294037,0.543737530708313,0.4609825909137726,0.5395063757896423,0.4640964865684509,0.5387923121452332,0.4644589722156524,0.5326609015464783,0.2905090153217315,0.3120557367801666,0.3169551789760589,0.2599729597568512,0.5066999197006226,0.2001040577888488,0.5647156238555908,0.2160556763410568,0.4748708605766296,0.0849775075912475,0.4651970094964982,0.4632775155490432,0.602856154844049,0.5980946777200329,0.7178875881512874,0.7271450631957208,0.7299977042004218,0.756231170466023,0.7475909163201688,0.7258602031625468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4714815020561218,0.5759404301643372,0.4778154790401459,0.541397213935852,0.4579354226589203,0.5394806861877441,0.4549597203731537,0.5398921370506287,0.4418629109859466,0.5256316661834717,0.2904529869556427,0.3090019226074219,0.2875171303749084,0.2648810148239136,0.5077685117721558,0.2165642827749252,0.5636709332466125,0.2472463846206665,0.500126302242279,0.1331050843000412,0.4718616581485749,0.4698906806891951,0.6087861315457854,0.6040850041246044,0.7060905474503749,0.7337943785529291,0.7203258671089758,0.7620557363534741,0.7456303109372495,0.7336370595849712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4716633558273315,0.5760236382484436,0.4764993786811828,0.5404196381568909,0.4539612829685211,0.5394663214683533,0.4546162784099579,0.5410504341125488,0.427594393491745,0.5231236815452576,0.2880612313747406,0.3024049699306488,0.2321190237998962,0.2561290562152862,0.2518259584903717,0.2451959401369094,0.2831014990806579,0.277215838432312,0.1455177515745163,0.2345450520515442,0.4819131768272401,0.4834567574447188,0.6119911627023253,0.6096661148404705,0.7257003861745113,0.7381192319731866,0.7508708037659277,0.7649307365918927,0.7417995502198576,0.7353141554750163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4697167575359344,0.576621413230896,0.4699600636959076,0.5402510762214661,0.4443057179450989,0.5394673943519592,0.4476495087146759,0.5409654378890991,0.4208742380142212,0.5233297944068909,0.2888285517692566,0.3036387264728546,0.2300677597522735,0.2551209330558777,0.3522296547889709,0.2806818783283233,0.3957902789115906,0.3169696927070617,0.3054719567298889,0.2675473093986511,0.4866462028549195,0.488818791288713,0.6158364967553649,0.6144935546254742,0.7135271209557765,0.7434851699214136,0.7334919668957343,0.7688398774171643,0.732882605954492,0.7441305169023235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4694772362709045,0.5760207772254944,0.4670964479446411,0.539630115032196,0.4418833553791046,0.53849196434021,0.4448787271976471,0.5409044623374939,0.4161503911018371,0.5212657451629639,0.3017551302909851,0.3020478785037994,0.2216622829437255,0.2509951591491699,0.3243502974510193,0.3781693279743194,0.3631865978240967,0.4295580685138702,0.2937766909599304,0.3481711745262146,0.4919597334192277,0.4930883912032637,0.6189643398969207,0.6185008643006908,0.7215154844601863,0.7385907643180047,0.7368359960838904,0.7551480050588422,0.7294486333573698,0.7476391145147044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4699244499206543,0.5760241746902466,0.4654994606971741,0.5379475951194763,0.4433303773403168,0.5387632846832275,0.4462016820907593,0.5416698455810547,0.4199117124080658,0.5137192010879517,0.3035087585449219,0.2925661504268646,0.2232976108789444,0.2472137510776519,0.3465054333209991,0.3633193969726562,0.393684446811676,0.398977518081665,0.3939828276634216,0.2865203022956848,0.4957044846342088,0.4950630930846724,0.6196979538648162,0.6209033487176525,0.6982747095902675,0.7463026516776239,0.7094458438679327,0.7590161974931531,0.7239700426305173,0.7569012292779643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4698655307292938,0.5745058655738831,0.464426189661026,0.5370711088180542,0.4484593570232391,0.5387892127037048,0.4563533365726471,0.542129635810852,0.4253191649913788,0.5129194855690002,0.3029919266700744,0.2924842536449432,0.2148537039756775,0.246380478143692,0.3719053864479065,0.3743759393692016,0.4152677953243255,0.4183791577816009,0.3268665075302124,0.2987793087959289,0.495365885548401,0.4934563455766234,0.6180964366643462,0.6203230676984417,0.6997780877431148,0.7375415735583459,0.7131702997013678,0.7545373554731183,0.7269658018792509,0.7588410922445018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4692984819412231,0.5738527178764343,0.4652840495109558,0.5370892882347107,0.4592815637588501,0.5375000834465027,0.4670458436012268,0.5400378704071045,0.4296717047691345,0.513483464717865,0.299062967300415,0.2970452904701233,0.1791097521781921,0.2881448864936828,0.31961190700531,0.3875115215778351,0.382552832365036,0.4284407198429107,0.2666181921958923,0.311371386051178,0.4922453439758302,0.4910717574542556,0.609764810010675,0.618361896071397,0.7028281170209163,0.7416054480414545,0.7205343045517554,0.7619558091665082,0.7268751432145475,0.7575620957769115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
